,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,2.0,28.0,1.0,25.0,6.0,11.0,2.0,3.0,1.0,2.0,9.0,3.0
bscwweasel.csv,1.0,1.0,3.0,5.0,7.0,1.0,2.0,3.0,0.0,2.0,10.0,3.0
capcode.csv,1.0,10.0,2.0,38.0,7.0,4.0,2.0,11.0,1.0,2.0,13.0,3.0
emite.csv,0.0,17.0,12.0,27.0,7.0,4.0,0.0,1.0,1.0,1.0,62.0,2.0
lamp.csv,6.0,6.0,1.0,9.0,13.0,10.0,1.0,5.0,0.0,1.0,23.0,0.0
mecat.csv,0.0,1.0,0.0,161.0,3.0,5.0,147.0,0.0,85.0,1.0,0.0,70.0
nodal.csv,0.0,4.0,2.0,6.0,10.0,4.0,0.0,5.0,2.0,0.0,62.0,0.0
pydev.csv,5.0,16.0,13.0,18.0,1.0,0.0,0.0,1.0,1.0,3.0,13.0,3.0
retromenu.csv,0.0,13.0,0.0,6.0,1.0,2.0,2.0,14.0,3.0,2.0,62.0,0.0
smbopensoft.csv,0.0,10.0,10.0,38.0,13.0,0.0,1.0,7.0,3.0,0.0,62.0,1.0
stuproa-cims.csv,199.0,0.0,13.0,0.0,14.0,1.0,1.0,1.0,2.0,3.0,13.0,1.0
thout.csv,1.0,13.0,1.0,8.0,9.0,0.0,2.0,3.0,1.0,1.0,20.0,2.0
