,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.05,0.79,0.55,0.65,0.76,0.58,0.7,0.6,0.91,0.72,0.33,0.97
bscwweasel.csv,0.01,0.14,0.57,0.6,0.62,0.42,0.47,0.49,0.43,0.64,0.33,0.19
capcode.csv,0.02,1.0,0.84,0.8,0.38,0.75,0.42,0.25,0.78,0.58,0.67,0.58
emite.csv,0.8,0.14,0.5,0.25,0.33,0.08,0.06,0.07,0.13,0.47,0.0,0.68
lamp.csv,0.16,0.64,0.34,0.65,0.71,0.83,0.71,0.42,0.65,0.72,1.0,0.23
mecat.csv,0.09,0.07,0.05,0.0,0.19,0.17,0.0,0.09,0.0,0.25,1.0,0.0
nodal.csv,0.01,0.29,0.45,0.5,0.24,0.42,0.01,0.18,0.57,0.64,0.0,0.19
pydev.csv,0.81,0.5,0.43,0.8,0.86,0.75,0.22,0.64,0.43,0.67,1.0,0.26
retromenu.csv,0.02,0.5,0.23,0.3,0.81,0.17,0.77,0.18,0.3,0.08,0.0,0.26
smbopensoft.csv,0.8,1.0,0.86,0.55,0.57,0.42,0.65,0.27,0.57,0.56,0.0,0.81
stuproa-cims.csv,0.0,0.07,0.45,0.35,0.71,0.25,0.02,0.6,0.3,0.56,0.33,0.19
thout.csv,0.64,0.93,0.66,0.35,0.67,1.0,1.0,0.84,1.0,0.47,0.67,0.94
