,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.06,0.57,0.58,0.6,0.68,0.52,0.67,0.57,0.43,0.56,0.37,0.35
bscwweasel.csv,0.01,0.17,0.59,0.63,0.62,0.46,0.46,0.5,0.47,0.58,0.37,0.22
capcode.csv,0.02,0.56,0.59,0.56,0.42,0.75,0.45,0.29,0.7,0.56,0.67,0.5
emite.csv,0.73,0.17,0.52,0.29,0.37,0.1,0.07,0.09,0.16,0.45,0.0,0.69
lamp.csv,0.19,0.67,0.39,0.59,0.38,0.59,0.48,0.46,0.62,0.67,0.27,0.27
mecat.csv,0.11,0.09,0.06,0.0,0.23,0.2,0.0,0.11,0.0,0.29,0.97,0.0
nodal.csv,0.01,0.33,0.49,0.53,0.26,0.47,0.01,0.21,0.61,0.63,0.0,0.23
pydev.csv,0.54,0.54,0.48,0.69,0.74,0.61,0.25,0.55,0.46,0.67,0.75,0.3
retromenu.csv,0.02,0.53,0.27,0.35,0.8,0.2,0.63,0.21,0.34,0.1,0.0,0.3
smbopensoft.csv,0.8,0.13,0.29,0.48,0.4,0.44,0.58,0.3,0.6,0.49,0.0,0.53
stuproa-cims.csv,0.0,0.09,0.49,0.4,0.65,0.29,0.02,0.64,0.34,0.53,0.37,0.22
thout.csv,0.58,0.09,0.68,0.4,0.52,0.24,0.0,0.34,0.09,0.47,0.37,0.3
