,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,616.5,97.5,98.5,99.0,294.0,98.5,823.5,197.0,369.0,190.0,291.5,97.5,297.0,90.5,196.0
firebird.csv,259.5,95.5,98.5,99.0,194.0,98.5,386.0,577.0,185.0,289.0,195.0,97.5,97.5,193.0,275.5
flylegacy.csv,353.0,95.5,98.5,99.0,293.0,98.5,828.5,197.0,480.0,93.5,96.5,97.5,197.5,193.0,196.0
gzigzag.csv,261.5,97.5,93.5,97.5,194.0,98.5,271.5,283.5,185.0,93.5,95.5,76.5,590.0,95.5,97.5
hydrogen.csv,567.0,97.5,98.5,99.0,392.5,197.5,547.0,197.0,185.0,289.0,1280.0,97.5,297.0,454.0,394.0
mcore3d.csv,705.0,97.5,98.5,99.0,295.0,98.5,386.0,197.0,89.5,93.5,96.5,97.5,2195.5,193.0,196.0
nabu-library.csv,162.0,77.5,98.5,99.0,392.5,192.5,42.5,286.5,565.5,89.5,196.0,41.5,99.0,361.5,186.0
ogrehg.csv,259.5,97.5,96.5,99.0,194.0,98.5,179.0,482.5,189.0,190.0,97.5,97.5,296.5,90.5,97.5
qgo.csv,1176.5,97.5,98.5,99.0,391.5,98.5,386.0,286.5,565.5,190.0,885.0,97.5,98.5,95.5,196.0
qtractor.csv,91.5,113.0,96.5,99.0,195.0,98.5,287.5,286.5,284.0,190.0,97.5,97.5,98.5,193.0,97.5
rhex.csv,282.5,97.5,98.5,98.5,195.0,98.5,192.0,197.0,185.0,190.0,479.0,74.5,198.0,374.5,196.0
rocrail.csv,613.5,97.5,98.5,99.0,291.0,98.5,386.0,578.0,189.0,93.5,289.5,282.5,99.0,90.5,97.5
webdriver.csv,616.5,97.5,96.5,99.0,392.5,98.5,455.5,287.5,484.0,190.0,195.0,97.5,296.5,193.0,97.5
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0
yield.csv,894.0,97.5,98.5,99.0,392.5,98.5,386.0,197.0,381.0,190.0,392.5,97.5,297.0,193.0,196.0
