,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.57,0.4,0.61,0.42,0.47,0.47
kmess.csv,0.89,0.88,0.75,0.83,0.8,0.45
minig.csv,0.37,0.47,0.47,0.42,0.8,0.53
ossbuild.csv,0.9,0.51,0.6,0.99,0.85,0.54
rezilla.csv,0.6,0.86,0.94,0.66,0.5,0.43
webdriver.csv,0.88,0.51,0.55,0.5,0.51,0.41
