,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.45,0.57,0.25,0.94,0.28,0.78
kmess.csv,0.12,0.11,0.01,0.01,0.04,0.45
minig.csv,0.98,0.72,0.25,0.99,0.03,0.91
ossbuild.csv,0.18,0.33,0.32,0.23,0.2,0.4
rezilla.csv,0.25,0.22,0.1,0.26,0.03,0.75
webdriver.csv,0.12,0.22,0.53,0.0,0.49,0.38
