,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.33,0.46,0.42,0.21,0.43,0.24,0.69,0.4,0.09,0.13,0.4,0.75,0.64,0.7,0.55,0.76,0.6
dynalloy.csv,0.15,0.27,0.74,0.12,0.0,0.49,0.66,0.18,0.26,0.15,0.28,0.77,0.57,0.51,0.34,0.63,0.55
enzo.csv,0.24,0.39,0.52,0.19,0.44,0.22,0.64,0.31,0.12,0.13,0.36,0.87,0.57,0.58,0.36,0.8,0.54
hydrogen.csv,0.35,0.31,0.53,0.19,0.41,0.0,0.65,0.58,0.23,0.12,0.38,0.89,0.55,0.62,0.35,0.68,0.58
jcae.csv,0.0,0.34,0.23,0.44,0.06,0.27,0.54,0.56,0.0,0.09,0.44,0.02,0.62,0.66,0.54,0.48,0.0
kmatplot.csv,0.24,0.56,0.33,0.26,0.33,0.59,0.41,0.43,0.1,0.0,0.36,0.0,0.63,0.43,0.38,0.28,0.57
lphant.csv,0.32,0.43,0.48,0.2,0.39,0.18,0.65,0.39,0.08,0.11,0.39,0.65,0.67,0.69,0.52,0.69,0.63
natpad.csv,0.29,0.48,0.53,0.17,0.32,0.49,0.56,0.39,0.12,0.12,0.36,0.6,0.45,0.29,0.49,0.6,0.69
nosleepsoftware.csv,0.41,0.12,0.0,0.0,0.59,0.0,0.12,0.0,0.06,0.0,0.0,0.18,0.16,0.29,0.27,0.38,0.11
ossbuild.csv,0.08,0.32,0.55,0.42,0.0,0.32,0.66,0.35,0.45,0.14,0.45,0.24,0.57,0.63,0.49,0.37,0.34
quarkplayer.csv,0.27,0.29,0.3,0.12,0.0,0.45,0.25,0.08,0.17,0.24,0.2,0.58,0.13,0.35,0.0,0.19,0.42
quickfast.csv,0.23,0.36,0.4,0.22,0.45,0.31,0.5,0.31,0.16,0.13,0.43,0.89,0.61,0.59,0.43,0.81,0.53
rezilla.csv,0.16,0.28,0.16,0.21,0.48,0.6,0.18,0.29,0.11,0.0,0.35,0.02,0.17,0.36,0.36,0.62,0.17
rhex.csv,0.47,0.35,0.27,0.13,0.58,0.25,0.36,0.45,0.04,0.07,0.23,0.68,0.09,0.32,0.39,0.57,0.49
rocrail.csv,0.37,0.4,0.52,0.15,0.47,0.38,0.42,0.51,0.09,0.14,0.43,0.51,0.59,0.61,0.64,0.44,0.62
virtuoso.csv,0.23,0.32,0.53,0.19,0.41,0.49,0.65,0.24,0.11,0.12,0.49,0.89,0.57,0.59,0.35,0.62,0.45
yield.csv,0.23,0.45,0.61,0.19,0.41,0.3,0.76,0.35,0.16,0.17,0.43,0.81,0.63,0.65,0.45,0.76,0.65
