,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.49,0.44,0.82,0.85,0.58,0.85,0.41,0.48,1.01,0.65,0.62,0.42,0.44,0.39,0.4,0.56,0.53
dynalloy.csv,0.82,0.87,0.3,0.87,1.12,1.0,0.51,0.92,0.64,0.71,0.84,0.88,0.68,0.66,0.65,0.74,0.69
enzo.csv,0.93,0.62,0.76,0.97,0.85,0.85,0.8,0.56,1.01,0.72,0.71,0.33,0.94,0.87,0.93,0.69,0.78
hydrogen.csv,0.46,1.0,1.0,1.0,1.0,1.0,0.96,0.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,0.52
jcae.csv,1.0,0.65,0.85,0.3,0.98,0.81,0.61,0.44,1.0,0.84,0.65,0.99,0.55,0.47,0.4,0.67,1.0
kmatplot.csv,0.83,0.33,0.77,0.58,0.99,0.56,0.72,0.47,0.91,1.0,0.79,1.0,0.64,0.71,0.9,0.83,0.55
lphant.csv,0.52,0.47,0.79,0.92,0.71,0.9,0.66,0.41,0.98,0.73,0.65,0.51,0.4,0.51,0.46,0.63,0.48
natpad.csv,0.62,0.4,0.8,0.72,0.72,0.66,0.68,0.43,0.91,0.68,0.74,0.9,0.68,0.82,0.51,0.69,0.4
nosleepsoftware.csv,0.52,0.93,1.0,1.0,0.38,1.0,0.94,1.0,0.97,1.0,1.0,0.9,0.91,0.82,0.76,0.77,0.94
ossbuild.csv,0.93,0.72,0.52,0.56,1.1,0.76,0.52,0.54,0.34,0.68,0.57,0.87,0.68,0.78,0.45,0.76,0.76
quarkplayer.csv,0.69,0.67,0.83,0.81,1.03,0.72,0.85,0.92,0.81,0.4,0.9,0.92,0.93,0.76,1.0,0.93,0.71
quickfast.csv,0.76,0.59,0.74,0.8,0.59,0.79,0.63,0.58,0.87,0.71,0.56,1.0,0.85,0.91,0.52,0.31,0.79
rezilla.csv,0.84,0.68,0.96,0.61,0.74,0.42,0.9,0.59,0.88,1.06,0.81,0.99,0.92,0.83,0.93,0.65,0.93
rhex.csv,0.31,0.64,0.81,0.79,0.39,0.84,0.77,0.46,0.97,0.86,0.8,0.5,0.95,0.8,0.57,0.6,0.61
rocrail.csv,0.48,0.53,0.65,0.86,0.52,0.74,0.71,0.35,0.98,0.66,0.58,0.66,0.62,0.51,0.26,0.71,0.52
virtuoso.csv,1.0,0.8,1.0,0.99,1.0,0.97,0.96,1.0,0.87,0.92,0.49,1.0,1.0,0.95,1.0,0.54,0.66
yield.csv,0.67,0.48,0.69,0.99,0.65,0.8,0.33,0.53,0.81,0.61,0.66,0.47,0.73,0.55,0.63,0.58,0.53
