,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.66,0.77,0.49,0.47,0.6,0.19,0.69,0.6,0.26,0.55,0.64,0.66,0.66,0.71,0.83,0.72,0.68
dynalloy.csv,0.36,0.44,0.81,0.41,0.0,0.0,0.68,0.39,0.65,0.65,0.47,0.43,0.63,0.54,0.45,0.56,0.61
enzo.csv,0.27,0.71,0.57,0.13,0.47,0.19,0.53,0.68,0.33,0.59,0.58,0.8,0.24,0.44,0.3,0.68,0.55
hydrogen.csv,0.76,0.0,0.0,0.0,0.0,0.0,0.17,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.63
jcae.csv,0.0,0.42,0.2,0.78,0.07,0.25,0.45,0.61,0.0,0.21,0.41,0.01,0.51,0.7,0.8,0.39,0.0
kmatplot.csv,0.2,0.76,0.35,0.73,0.16,0.74,0.34,0.6,0.11,0.0,0.54,0.0,0.7,0.44,0.36,0.2,0.52
lphant.csv,0.74,0.64,0.53,0.3,0.58,0.13,0.65,0.73,0.24,0.39,0.63,0.55,0.69,0.75,0.82,0.64,0.69
natpad.csv,0.46,0.76,0.53,0.53,0.46,0.63,0.57,0.69,0.33,0.47,0.58,0.42,0.37,0.21,0.78,0.56,0.76
nosleepsoftware.csv,0.55,0.09,0.0,0.0,0.71,0.0,0.1,0.0,0.04,0.0,0.0,0.12,0.11,0.24,0.31,0.27,0.09
ossbuild.csv,0.1,0.6,0.63,0.49,0.0,0.3,0.69,0.78,0.75,0.62,0.5,0.17,0.63,0.56,0.73,0.3,0.3
quarkplayer.csv,0.38,0.45,0.2,0.36,0.0,0.57,0.19,0.14,0.45,0.72,0.34,0.4,0.11,0.29,0.0,0.16,0.46
quickfast.csv,0.56,0.64,0.48,0.56,0.67,0.25,0.48,0.7,0.44,0.6,0.54,0.0,0.47,0.32,0.66,0.79,0.54
rezilla.csv,0.45,0.49,0.18,0.56,0.64,0.69,0.16,0.53,0.19,0.0,0.51,0.01,0.17,0.38,0.3,0.58,0.17
rhex.csv,0.81,0.43,0.25,0.36,0.7,0.19,0.28,0.6,0.04,0.21,0.34,0.57,0.06,0.31,0.57,0.52,0.48
rocrail.csv,0.61,0.7,0.62,0.46,0.62,0.3,0.35,0.72,0.27,0.48,0.67,0.4,0.66,0.55,0.84,0.35,0.69
virtuoso.csv,0.0,0.53,0.0,0.05,0.0,0.09,0.17,0.0,0.25,0.3,0.6,0.0,0.0,0.24,0.0,0.55,0.47
yield.csv,0.55,0.77,0.68,0.05,0.62,0.25,0.76,0.76,0.42,0.73,0.67,0.71,0.63,0.69,0.73,0.72,0.74
