,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,350.0,192.0,500.5,555.0,97.5,96.5,181.0,255.5,98.5,98.5,198.0
etherboot.csv,784.5,306.0,195.0,89.5,0.0,98.5,89.5,98.5,0.0,0.0,0.0
ffigo.csv,85.5,178.0,992.5,280.5,95.5,97.5,96.5,95.5,99.0,198.0,389.0
gebr.csv,784.5,484.0,393.0,849.5,196.0,98.5,197.0,296.5,99.0,297.0,198.0
gpac.csv,870.5,386.5,711.5,295.0,95.5,96.5,98.5,197.5,99.0,297.0,198.0
libtorrent.csv,784.5,288.0,195.0,651.5,196.0,98.5,196.0,197.5,98.5,297.0,198.0
miranda.csv,139.0,81.5,195.0,369.0,182.5,0.0,196.0,91.5,99.0,284.5,99.0
modellus.csv,764.5,183.0,710.0,365.0,95.5,98.5,93.5,97.5,97.5,297.0,99.0
mplayer-ce.csv,428.5,481.0,294.0,848.5,95.5,98.5,196.0,296.5,98.5,98.5,99.0
nicepress.csv,703.0,93.5,96.5,569.0,196.0,98.5,97.5,197.5,98.5,297.0,296.5
vapor.csv,784.5,286.0,492.0,755.0,0.0,98.5,195.0,296.5,97.5,0.0,0.0
