,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.6,0.44,0.17,0.14,0.23,0.19,0.36,0.21,0.28,0.31,0.26
etherboot.csv,1.0,0.04,0.5,0.59,0.0,0.97,0.14,0.63,0.0,0.0,0.0
ffigo.csv,0.0,0.2,0.17,0.14,0.18,0.08,0.29,0.4,0.8,0.49,0.25
gebr.csv,0.8,0.88,0.94,1.0,0.91,0.7,0.89,0.99,0.95,0.98,0.98
gpac.csv,0.2,0.36,0.22,0.23,0.64,0.04,0.08,0.4,0.68,0.88,0.96
libtorrent.csv,1.0,0.88,0.67,0.82,0.86,0.72,0.79,0.88,0.67,0.88,0.76
miranda.csv,0.0,0.0,0.42,0.68,0.04,0.0,0.71,0.09,1.0,0.12,0.76
modellus.csv,0.2,0.36,0.64,0.68,0.61,0.5,0.41,0.77,0.45,0.96,0.95
mplayer-ce.csv,0.6,0.84,0.67,0.91,0.64,0.5,0.78,0.87,0.7,0.56,0.66
nicepress.csv,1.0,0.48,0.75,0.77,0.86,0.78,0.46,0.49,0.8,0.93,0.91
vapor.csv,1.0,0.56,1.0,0.91,0.0,1.0,0.75,0.81,0.41,0.0,0.0
