,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.49,0.14,0.52,0.18,0.51,0.48
google-web-toolkit.csv,0.52,0.26,0.57,0.12,0.7,0.18
open-data-kit.csv,0.65,0.13,0.78,0.18,0.65,0.11
qtractor.csv,0.79,0.14,0.65,0.26,0.53,0.11
quarkplayer.csv,0.06,0.25,0.27,0.06,0.32,0.19
zoolib.csv,0.58,0.14,0.63,0.34,0.52,0.17
