,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,193.5,198.0,99.0,1702.0,97.5,98.5,94.5,1059.5,669.5,96.5,96.5,67.5,98.5,97.5,98.5,99.0,98.5,98.5
cornerstone.csv,166.0,687.0,96.5,293.0,97.5,99.0,64.5,188.0,97.5,0.0,98.5,254.5,98.5,97.5,91.5,99.0,97.5,98.5
emeraldemu.csv,2346.5,198.0,198.0,5720.0,97.5,99.0,94.5,849.5,178.0,96.5,99.0,39.5,97.5,0.0,95.5,99.0,97.5,98.5
grafx2.csv,293.5,396.0,198.0,706.0,91.5,99.0,97.5,977.5,380.0,96.5,96.5,269.0,196.0,97.5,98.5,99.0,98.5,98.5
jahshakafx.csv,194.5,198.0,198.0,2247.5,91.5,98.5,94.5,2301.5,762.0,96.5,96.5,67.5,98.5,97.5,98.5,99.0,98.5,98.5
maya-work-in-progress.csv,2445.5,396.0,198.0,2898.0,97.5,99.0,97.5,1041.5,393.5,96.5,99.0,189.0,99.0,97.5,98.5,99.0,97.5,98.5
novembre.csv,94.5,99.0,260.5,1588.0,94.5,98.5,94.5,461.5,196.5,96.5,96.5,290.0,98.5,97.5,98.5,99.0,97.5,98.5
ns-3.csv,2248.5,198.0,489.0,2088.0,91.5,99.0,97.5,1726.0,196.0,96.5,98.5,1069.5,99.0,97.5,97.5,99.0,97.5,98.5
nullc.csv,2818.0,297.0,198.0,9451.5,97.5,99.0,97.5,1331.5,482.5,96.5,99.0,361.0,99.0,97.5,98.5,99.0,98.5,98.5
open-beos.csv,95.5,99.0,198.0,3946.5,97.5,97.5,94.5,756.5,381.0,96.5,97.5,677.0,98.5,97.5,95.5,99.0,97.5,98.5
pixel-commandos.csv,153.0,198.0,99.0,4451.0,74.5,169.0,94.5,1306.5,187.0,96.5,91.5,36.0,98.5,192.0,92.5,95.5,98.5,162.0
planeshift.csv,4400.5,198.0,198.0,9981.5,191.0,99.0,97.5,2511.0,493.0,96.5,99.0,1070.0,99.0,97.5,98.5,99.0,97.5,98.5
plee-the-bear.csv,194.5,99.0,99.0,182.0,94.5,294.5,97.5,2691.5,591.0,96.5,96.5,285.5,98.5,97.5,98.5,99.0,98.5,98.5
reaper-ecad.csv,166.0,394.5,66.5,1443.0,97.5,99.0,73.5,182.0,81.5,96.5,66.5,0.0,64.5,0.0,25.5,97.5,72.5,98.5
sbml.csv,94.5,99.0,198.0,4968.0,97.5,99.0,97.5,2790.0,97.5,96.5,98.5,577.5,98.5,97.5,97.5,99.0,97.5,98.5
unimrcp.csv,293.5,198.0,198.0,7540.5,97.5,99.0,97.5,1503.0,289.5,96.5,99.0,450.5,97.5,97.5,97.5,99.0,97.5,98.5
unladen-swallow.csv,155.0,99.0,382.0,255.0,91.5,288.5,97.5,1344.5,97.5,96.5,186.0,93.5,192.0,97.5,95.5,99.0,454.5,96.5
zxing.csv,192.5,99.0,198.0,4138.5,97.5,99.0,94.5,377.0,185.0,96.5,97.5,62.5,99.0,97.5,95.5,99.0,97.5,98.5
