,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.65,0.75,0.46,0.61,0.4,0.55,0.98,0.4,0.63,0.59,0.35,0.49,0.59,0.5,0.6,0.49,0.74,0.5,0.6,0.61
doomlegacy.csv,0.69,0.68,0.72,0.61,0.66,0.52,0.52,0.62,0.67,0.4,0.56,0.57,0.66,0.58,0.59,1.0,0.52,0.51,0.6,0.48
elmo.csv,0.04,0.83,0.0,0.05,0.0,0.0,0.05,0.02,0.0,0.0,0.01,0.02,0.02,0.1,0.11,0.0,0.05,0.06,0.01,0.0
enzo.csv,0.35,0.62,0.35,0.52,0.6,0.64,0.61,0.41,0.46,0.6,0.53,0.6,0.62,0.21,0.98,0.29,0.24,0.37,0.56,0.5
gpac.csv,0.63,0.44,0.49,0.43,0.56,0.58,0.56,0.98,0.58,0.73,0.6,0.68,0.52,0.63,0.37,0.53,0.69,0.55,0.4,0.5
img-browse-sort.csv,0.09,0.6,0.11,0.39,0.09,0.04,0.42,0.4,0.62,0.48,0.05,0.1,0.31,0.93,0.01,0.06,0.61,0.06,0.18,0.16
ktc.csv,0.96,0.45,0.5,0.38,0.46,0.38,0.44,0.31,0.29,0.56,0.39,0.47,0.26,0.4,0.21,0.52,0.44,0.32,0.38,0.39
neoengine.csv,0.69,0.0,0.97,0.53,0.65,0.61,0.44,0.17,0.44,0.54,0.5,0.62,0.64,0.64,0.59,0.63,0.17,0.53,0.57,0.59
nicepress.csv,0.55,0.23,0.55,0.11,0.57,0.98,0.31,0.44,0.31,0.17,0.35,0.45,0.36,0.27,0.5,0.49,0.21,0.46,0.43,0.39
open-ms.csv,0.47,0.62,0.22,0.38,0.36,0.45,0.17,0.06,0.34,0.29,0.28,0.46,0.3,0.18,0.13,0.29,0.17,0.45,0.98,0.05
pcsx2.csv,0.6,0.26,0.62,0.53,0.65,0.46,0.58,0.46,0.46,0.62,0.51,0.62,0.98,0.49,0.45,0.38,0.24,0.58,0.51,0.42
pi-qmc.csv,0.72,0.61,0.71,0.51,0.56,0.48,0.49,0.65,0.6,0.33,0.45,0.53,0.63,0.49,0.61,0.51,0.63,1.0,0.47,0.42
rosegarden.csv,0.56,0.44,0.58,0.3,0.98,0.47,0.26,0.34,0.37,0.33,0.45,0.57,0.56,0.27,0.41,0.52,0.6,0.63,0.42,0.25
salasaga.csv,0.38,0.05,0.36,0.0,0.39,0.41,0.33,0.56,0.53,0.51,0.41,0.19,0.2,0.13,0.45,0.0,0.94,0.17,0.33,0.41
sigil.csv,0.53,0.43,0.49,0.6,0.42,0.59,0.48,0.38,0.38,0.59,0.62,0.94,0.52,0.73,0.13,0.18,0.78,0.46,0.51,0.54
skia.csv,0.42,0.24,0.33,0.16,0.44,0.13,0.39,0.56,0.55,0.09,0.28,0.16,0.48,0.35,0.52,0.3,0.63,0.31,0.23,0.93
smarttag.csv,0.36,0.52,0.4,0.28,0.46,0.04,0.35,0.52,0.55,1.0,0.4,0.38,0.51,0.18,0.07,0.17,0.48,0.11,0.34,0.3
sylpheed-claws.csv,0.54,0.43,0.6,0.53,0.39,0.43,0.6,0.59,0.96,0.55,0.67,0.35,0.53,0.35,0.4,0.47,0.5,0.76,0.48,0.57
xemeiah.csv,0.65,0.44,0.61,0.34,0.6,0.61,0.43,0.58,0.56,0.41,0.99,0.43,0.56,0.36,0.41,0.48,0.64,0.55,0.5,0.51
zscreen.csv,0.57,0.61,0.53,1.0,0.53,0.54,0.56,0.55,0.61,0.46,0.56,0.56,0.69,0.66,0.37,0.53,0.56,0.31,0.56,0.62
