,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.52,0.13,0.4,0.67,0.37,0.44,0.99,0.53,0.53,0.3,0.48,0.79,0.74,0.25,0.82,0.82,0.23,0.59,0.23,0.44
doomlegacy.csv,0.51,0.09,0.51,0.71,0.37,0.4,0.74,0.59,0.58,0.31,0.47,0.76,0.72,0.29,0.95,1.0,0.19,0.31,0.25,0.29
elmo.csv,0.36,1.0,0.0,0.67,0.0,0.0,0.57,1.0,0.0,0.0,0.5,0.25,0.43,0.33,0.9,0.0,0.33,0.2,0.06,0.0
enzo.csv,0.42,0.08,0.38,0.64,0.33,0.4,0.62,0.55,0.5,0.29,0.46,0.62,0.7,0.27,0.99,0.74,0.15,0.29,0.22,0.37
gpac.csv,0.58,0.11,0.48,0.59,0.51,0.38,0.61,1.0,0.62,0.36,0.6,0.78,0.77,0.4,0.92,0.8,0.25,0.61,0.24,0.38
img-browse-sort.csv,0.29,0.1,0.4,0.73,0.24,0.25,0.61,0.49,0.56,0.46,0.75,1.0,0.77,1.0,1.0,0.67,0.19,1.0,0.27,0.27
ktc.csv,0.98,0.14,0.58,1.0,0.67,0.75,0.7,0.56,0.78,0.3,0.77,0.85,0.74,0.2,0.9,0.85,0.39,0.75,0.33,0.44
neoengine.csv,0.58,0.07,0.99,0.74,0.43,0.46,0.72,0.54,0.48,0.27,0.49,0.74,0.72,0.3,0.89,0.79,0.15,0.42,0.24,0.4
nicepress.csv,0.7,0.03,0.55,0.8,0.49,1.0,0.61,0.55,0.36,0.13,0.55,0.78,0.69,0.2,0.96,0.82,0.17,0.64,0.23,0.38
open-ms.csv,0.58,0.12,0.28,0.5,0.35,0.31,0.44,0.38,0.35,0.25,0.44,0.53,0.55,0.33,0.85,0.71,0.15,0.43,1.0,0.17
pcsx2.csv,0.62,0.06,0.54,0.85,0.42,0.42,0.66,0.57,0.48,0.35,0.52,0.7,0.99,0.32,0.79,0.75,0.16,0.44,0.26,0.33
pi-qmc.csv,0.69,0.11,0.5,0.71,0.5,0.48,0.74,0.61,0.66,0.31,0.77,0.86,0.72,0.35,0.94,0.83,0.29,0.96,0.26,0.36
rosegarden.csv,0.75,0.11,0.49,0.57,1.0,0.58,0.68,0.65,0.58,0.27,0.73,0.76,0.74,0.25,0.84,0.8,0.27,0.65,0.22,0.26
salasaga.csv,0.39,0.06,0.33,0.58,0.24,0.33,0.53,0.56,0.48,0.24,0.4,0.49,0.61,0.23,0.8,0.75,1.0,0.29,0.19,0.3
sigil.csv,0.5,0.08,0.52,0.75,0.38,0.46,0.68,0.56,0.64,0.3,0.54,0.96,0.78,0.4,0.85,0.86,0.26,0.56,0.29,0.44
skia.csv,0.65,0.09,0.47,0.86,0.46,0.36,0.58,0.65,0.6,0.25,0.7,0.7,0.81,0.22,0.98,0.72,0.3,0.55,0.16,1.0
smarttag.csv,0.52,0.06,0.62,0.61,0.56,0.17,0.62,0.57,0.6,1.0,0.52,0.89,0.85,0.33,1.0,0.69,0.3,1.0,0.3,0.33
sylpheed-claws.csv,0.57,0.07,0.53,0.74,0.39,0.42,0.75,0.58,0.98,0.26,0.65,0.73,0.72,0.22,0.92,0.8,0.27,0.73,0.27,0.39
xemeiah.csv,0.7,0.09,0.62,0.78,0.56,0.58,0.82,0.58,0.49,0.42,1.0,0.77,0.74,0.44,0.84,0.83,0.23,0.73,0.28,0.42
zscreen.csv,0.53,0.11,0.53,1.0,0.31,0.4,0.58,0.58,0.58,0.22,0.49,0.75,0.74,0.31,0.78,0.77,0.18,0.32,0.23,0.37
