,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.47,0.37,0.57,0.39,0.81,0.53,0.46,0.32,0.42,0.43,0.84,0.48,0.36,0.35,0.49,0.58,0.42,0.65,0.45,0.53
doomlegacy.csv,0.39,0.37,0.42,0.46,0.5,0.53,0.48,0.33,0.35,0.56,0.56,0.49,0.36,0.39,0.45,0.4,0.52,0.66,0.48,0.41
elmo.csv,0.91,0.75,0.67,0.67,0.89,0.75,0.95,0.0,0.0,0.0,0.5,0.75,0.86,0.67,0.9,0.0,0.67,0.8,0.94,0.0
enzo.csv,0.37,0.43,0.43,0.38,0.4,0.42,0.37,0.31,0.4,0.39,0.41,0.44,0.42,0.29,0.38,0.34,0.53,0.46,0.4,0.35
gpac.csv,0.45,0.5,0.53,0.56,0.64,0.53,0.46,0.49,0.51,0.48,0.69,0.47,0.55,0.45,0.56,0.39,0.57,0.61,0.7,0.52
img-browse-sort.csv,0.96,0.37,0.96,0.64,0.97,0.75,0.63,0.56,0.36,0.62,0.75,0.75,0.76,0.83,0.0,0.83,0.49,0.0,0.98,0.91
ktc.csv,0.5,0.57,0.51,0.67,0.71,0.81,0.59,0.63,0.86,0.52,0.67,0.46,0.81,0.4,0.8,0.39,0.71,0.88,0.71,0.56
neoengine.csv,0.43,0.5,0.59,0.55,0.53,0.52,0.56,0.34,0.47,0.5,0.6,0.5,0.45,0.39,0.45,0.42,0.54,0.62,0.52,0.43
nicepress.csv,0.57,0.95,0.44,0.8,0.53,0.6,0.72,0.62,0.9,0.87,0.61,0.56,0.7,0.67,0.44,0.38,0.97,0.57,0.56,0.48
open-ms.csv,0.71,0.75,0.99,0.67,0.87,0.71,0.99,0.88,0.88,0.44,0.83,0.77,0.99,0.83,0.92,0.96,0.96,0.81,0.88,0.83
pcsx2.csv,0.52,0.55,0.47,0.5,0.56,0.64,0.49,0.35,0.48,0.5,0.53,0.54,0.49,0.53,0.57,0.58,0.56,0.63,0.62,0.52
pi-qmc.csv,0.44,0.37,0.39,0.42,0.55,0.45,0.49,0.29,0.44,0.62,0.51,0.41,0.39,0.47,0.4,0.46,0.43,0.57,0.53,0.44
rosegarden.csv,0.58,0.74,0.57,0.86,0.66,0.69,0.86,0.85,0.66,0.6,0.7,0.51,0.5,0.83,0.58,0.46,0.66,0.55,0.61,0.74
salasaga.csv,0.42,0.51,0.52,0.42,0.5,0.49,0.42,0.49,0.56,0.58,0.57,0.57,0.52,0.31,0.5,0.37,0.88,0.42,0.43,0.45
sigil.csv,0.56,0.38,0.61,0.47,0.71,0.5,0.54,0.68,0.79,0.43,0.52,0.45,0.53,0.44,0.92,0.93,0.5,0.81,0.66,0.56
skia.csv,0.65,0.64,0.63,0.86,0.61,0.91,0.66,0.41,0.39,0.75,0.78,0.9,0.42,0.56,0.45,0.62,0.46,0.82,0.73,0.62
smarttag.csv,0.75,0.62,0.68,0.67,0.73,0.83,0.69,0.39,0.41,0.79,0.63,0.58,0.5,0.83,0.83,0.94,0.53,0.5,0.88,0.72
sylpheed-claws.csv,0.57,0.44,0.46,0.52,0.71,0.58,0.51,0.39,0.5,0.41,0.54,0.77,0.5,0.5,0.56,0.43,0.45,0.5,0.64,0.45
xemeiah.csv,0.49,0.45,0.44,0.61,0.57,0.53,0.6,0.4,0.45,0.67,0.58,0.5,0.47,0.78,0.53,0.43,0.43,0.53,0.54,0.58
zscreen.csv,0.53,0.36,0.6,0.48,0.57,0.6,0.52,0.32,0.4,0.47,0.56,0.61,0.39,0.34,0.46,0.5,0.5,0.63,0.54,0.43
