,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.61,0.5,0.4,0.37,0.35,0.32,0.62,0.38
cornerstone.csv,0.54,0.6,0.93,0.43,0.54,0.92,0.33,0.45
frogatto.csv,0.46,0.33,0.37,0.34,0.33,0.37,0.43,0.36
novembre.csv,0.64,0.6,0.46,0.44,0.79,0.52,0.48,0.52
ns-3.csv,0.43,0.33,0.46,0.48,0.35,0.51,0.41,0.37
open-beos.csv,0.46,0.33,0.48,0.52,0.36,0.36,0.39,0.36
planeshift.csv,0.49,0.42,0.41,0.5,0.38,0.42,0.51,0.39
sbml.csv,0.39,0.33,0.39,0.32,0.32,0.37,0.36,0.35
