,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.71,0.94,0.15,0.51,0.45,0.5,0.55,0.29,0.5,0.05
firebird.csv,0.67,0.8,0.11,0.49,0.36,0.38,0.43,0.28,0.47,0.1
fmri-dmt.csv,0.43,0.65,0.12,0.35,0.32,0.18,0.42,0.27,0.23,0.38
htmlunit.csv,0.67,0.83,0.11,0.45,0.48,0.56,0.49,0.32,0.42,0.08
monetdb.csv,0.59,0.76,0.47,0.43,0.53,0.66,0.57,0.29,0.54,0.14
ontomorphtab.csv,0.65,0.89,0.2,0.44,0.47,0.47,0.58,0.32,0.45,0.05
smarttag.csv,0.57,0.73,0.04,0.41,0.41,0.39,0.49,0.35,0.38,0.1
taokgame.csv,0.81,0.8,0.56,0.33,0.54,0.36,0.66,0.25,0.8,0.2
webdriver.csv,0.57,0.74,0.17,0.38,0.58,0.38,0.71,0.3,0.41,0.04
xbplayer.csv,0.66,0.82,0.18,0.46,0.53,0.48,0.6,0.33,0.62,0.14
