,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,3.0,1.0,355.0,1.0,20.0,0.0,0.0,91.0,138.0,2.0,34.0,6.0,14.0,7.0,2.0,2.0,20.0,6.0,0.0,4.0
cme.csv,72.0,108.0,355.0,59.0,169.0,92.0,60.0,91.0,138.0,61.0,350.0,345.0,84.0,58.0,95.0,104.0,636.0,139.0,57.0,0.0
free-evolution.csv,18.0,9.0,8.0,0.0,15.0,12.0,0.0,2.0,13.0,5.0,51.0,1.0,2.0,58.0,1.0,2.0,23.0,0.0,0.0,56.0
gtad.csv,0.0,0.0,355.0,59.0,1.0,92.0,1.0,91.0,138.0,61.0,3.0,0.0,84.0,58.0,0.0,4.0,2.0,139.0,57.0,56.0
gusanos.csv,22.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,25.0,0.0,19.0,0.0,1.0,10.0,0.0,15.0,0.0,4.0,1.0,23.0
kaffeine.csv,52.0,7.0,0.0,0.0,10.0,2.0,0.0,2.0,35.0,5.0,30.0,1.0,4.0,0.0,1.0,8.0,22.0,16.0,0.0,20.0
lcfizvtop.csv,15.0,7.0,0.0,1.0,88.0,5.0,0.0,2.0,42.0,0.0,3.0,6.0,6.0,0.0,3.0,1.0,18.0,1.0,1.0,8.0
m-a-d-n-e-s-s.csv,13.0,0.0,355.0,0.0,17.0,4.0,0.0,2.0,27.0,1.0,23.0,1.0,0.0,13.0,1.0,2.0,2.0,13.0,0.0,26.0
m-m-m.csv,41.0,5.0,0.0,1.0,24.0,1.0,0.0,2.0,11.0,1.0,37.0,1.0,2.0,15.0,3.0,5.0,5.0,10.0,0.0,56.0
mediaportal.csv,72.0,3.0,26.0,59.0,24.0,15.0,0.0,91.0,22.0,1.0,53.0,0.0,2.0,58.0,0.0,2.0,0.0,139.0,57.0,56.0
mvnforum.csv,7.0,6.0,0.0,1.0,169.0,9.0,0.0,8.0,6.0,0.0,44.0,2.0,7.0,8.0,2.0,0.0,8.0,5.0,1.0,16.0
myfaces.csv,72.0,1.0,63.0,0.0,23.0,7.0,2.0,3.0,22.0,1.0,0.0,9.0,4.0,0.0,1.0,2.0,23.0,6.0,2.0,9.0
nh3d.csv,72.0,108.0,0.0,59.0,169.0,0.0,60.0,1.0,0.0,61.0,350.0,345.0,84.0,58.0,95.0,104.0,0.0,139.0,0.0,56.0
ogrehg.csv,15.0,2.0,0.0,0.0,18.0,5.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,7.0,0.0,2.0,2.0,12.0,0.0,7.0
pnotepad.csv,46.0,5.0,0.0,1.0,18.0,2.0,0.0,12.0,9.0,2.0,16.0,0.0,2.0,9.0,2.0,0.0,0.0,4.0,0.0,18.0
pydev.csv,72.0,2.0,116.0,0.0,20.0,1.0,0.0,0.0,14.0,5.0,9.0,6.0,2.0,58.0,1.0,0.0,0.0,0.0,1.0,6.0
sarasvati.csv,7.0,6.0,0.0,0.0,0.0,92.0,0.0,2.0,5.0,2.0,12.0,0.0,1.0,13.0,2.0,1.0,22.0,3.0,0.0,56.0
taokgame.csv,72.0,108.0,355.0,1.0,169.0,4.0,0.0,0.0,14.0,5.0,51.0,0.0,84.0,58.0,0.0,2.0,0.0,2.0,0.0,56.0
tokratan.csv,72.0,0.0,29.0,0.0,169.0,1.0,0.0,9.0,0.0,0.0,19.0,0.0,3.0,1.0,0.0,5.0,6.0,139.0,0.0,4.0
wgs-assembler.csv,10.0,0.0,23.0,0.0,8.0,0.0,0.0,0.0,12.0,4.0,12.0,0.0,5.0,58.0,1.0,0.0,0.0,2.0,1.0,5.0
