,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.22,0.49,0.0,0.35,0.06,1.0,0.45,0.0,0.0,0.18,0.19,0.33,0.24,0.1,0.3,0.51,0.33,0.2,0.57,0.16
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
free-evolution.csv,0.08,0.51,0.11,0.51,0.13,0.36,0.11,0.29,0.18,0.43,0.31,0.46,0.28,0.0,0.73,0.33,0.32,0.98,0.65,0.0
gtad.csv,1.0,0.1,0.0,0.0,0.29,0.0,0.11,0.0,0.0,0.0,0.28,0.04,0.0,0.0,0.06,0.18,0.21,0.0,0.0,0.0
gusanos.csv,0.11,0.46,0.02,0.75,0.17,0.39,0.47,0.2,0.21,0.46,0.34,0.51,0.47,0.32,0.98,0.48,0.37,0.39,0.58,0.17
kaffeine.csv,0.06,0.53,0.02,0.99,0.15,0.49,0.74,0.2,0.18,0.42,0.27,0.56,0.45,0.31,0.82,0.52,0.32,0.36,0.91,0.17
lcfizvtop.csv,0.09,0.5,0.02,0.59,0.02,0.33,0.34,0.28,0.11,0.21,0.28,0.41,0.19,1.0,0.63,0.38,0.32,0.22,0.55,0.17
m-a-d-n-e-s-s.csv,0.08,0.39,0.0,0.37,0.15,0.36,0.27,0.31,0.25,0.31,0.24,0.55,0.94,0.28,0.28,0.37,0.3,0.37,0.52,0.12
m-m-m.csv,0.07,0.48,0.03,0.68,0.11,0.44,0.99,0.11,0.24,0.46,0.25,0.54,0.49,0.31,0.76,0.58,0.33,0.36,0.8,0.0
mediaportal.csv,0.0,0.19,0.06,0.0,0.1,0.33,0.18,0.0,0.16,0.42,0.12,0.15,0.07,0.0,0.03,0.47,0.97,0.0,0.0,0.0
mvnforum.csv,0.15,0.47,0.03,0.47,0.0,0.2,0.29,0.15,0.22,0.97,0.3,0.34,0.2,0.17,0.54,0.29,0.32,0.35,0.35,0.17
myfaces.csv,0.0,0.48,0.02,0.31,0.1,0.3,0.14,0.17,0.09,0.44,0.96,0.31,0.5,0.32,0.48,0.47,0.23,0.24,0.25,0.25
nh3d.csv,0.0,0.0,0.86,0.0,0.0,0.08,0.0,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.08,0.0
ogrehg.csv,0.13,0.55,0.04,0.68,0.23,0.22,0.17,0.25,0.21,0.33,0.21,0.99,0.46,0.33,0.25,0.44,0.3,0.33,0.48,0.18
pnotepad.csv,0.06,0.53,0.03,0.78,0.22,0.51,0.71,0.16,0.24,0.44,0.27,0.61,0.49,0.29,0.8,0.56,0.35,0.41,0.99,0.18
pydev.csv,0.0,0.32,0.01,0.08,0.06,0.31,0.35,0.11,0.17,0.08,0.35,0.38,0.18,0.0,0.26,0.97,0.4,0.23,0.28,0.28
sarasvati.csv,0.14,0.38,0.12,0.53,0.9,0.0,0.21,0.2,0.1,0.09,0.12,0.32,0.3,0.08,0.43,0.18,0.2,0.13,0.6,0.0
taokgame.csv,0.0,0.0,0.0,0.08,0.0,0.11,0.04,1.0,0.16,0.07,0.09,0.33,0.0,0.0,0.16,0.21,0.13,0.22,0.15,0.0
tokratan.csv,0.0,0.38,0.02,0.56,0.0,0.14,0.08,0.08,0.93,0.33,0.15,0.31,0.27,0.15,0.16,0.05,0.13,0.0,0.32,0.11
wgs-assembler.csv,0.11,0.99,0.02,0.19,0.22,0.26,0.24,0.14,0.14,0.21,0.37,0.38,0.31,0.0,0.3,0.48,0.38,0.38,0.15,0.32
