,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.67,0.6,0.13,0.45,0.31,1.0,0.41,0.74,0.48,0.1,1.0,0.09,0.12,0.35,0.47,0.17,0.4,0.06,0.46,0.52
alpine.csv,0.33,0.82,0.2,0.17,0.14,1.0,0.44,0.62,0.75,1.0,0.46,0.0,0.24,0.31,0.64,0.11,0.43,0.2,0.83,0.67
autowikibrowser.csv,0.48,0.57,0.13,0.32,0.26,0.89,0.43,0.56,0.53,0.13,0.4,0.1,0.08,0.22,0.45,0.17,0.46,0.07,1.0,0.37
critterding.csv,1.0,0.59,0.1,0.29,0.16,0.85,0.38,0.53,0.51,0.09,0.38,0.08,0.14,0.26,0.39,0.21,0.42,0.09,0.53,0.47
firebird.csv,0.53,0.98,0.13,0.29,0.17,0.94,0.52,0.71,0.59,0.09,0.48,0.08,0.1,0.36,0.44,0.21,0.41,0.11,0.74,0.67
fmri-dmt.csv,0.5,0.65,0.67,0.0,0.0,0.0,0.5,0.67,0.71,0.22,0.26,0.0,0.24,0.33,0.0,1.0,0.6,1.0,0.4,0.73
genecys.csv,0.45,0.6,0.1,0.2,0.15,1.0,0.42,0.49,0.48,0.08,0.29,0.07,0.09,0.23,0.33,0.2,0.45,0.1,0.49,0.44
hydrogen.csv,0.53,0.74,0.29,0.5,1.0,0.88,0.62,0.81,0.54,0.2,0.52,0.0,0.18,0.33,0.64,0.33,0.32,0.09,0.77,0.92
jcae.csv,0.5,0.29,1.0,0.0,0.0,1.0,1.0,0.9,0.83,0.0,0.68,0.0,0.25,0.0,1.0,1.0,0.5,0.2,0.86,0.79
kftpgrabber.csv,0.56,0.69,0.2,0.6,0.31,0.88,0.58,0.82,0.72,0.21,0.44,0.06,0.09,0.3,0.97,0.29,0.45,0.16,0.6,0.42
libarchive.csv,0.43,0.64,0.15,0.29,0.38,0.86,0.46,0.61,0.49,0.11,0.43,0.11,0.12,0.3,0.59,0.25,0.44,0.09,0.67,1.0
mimosa.csv,0.43,0.62,0.17,0.08,0.18,0.87,0.38,0.61,1.0,0.16,0.33,0.08,0.09,0.28,0.38,0.16,0.47,0.12,0.53,0.45
monetdb.csv,0.55,0.64,0.21,0.54,0.2,0.97,1.0,0.61,0.28,0.09,0.34,0.05,0.1,0.3,0.42,0.26,0.35,0.1,0.64,0.51
nosleepsoftware.csv,0.45,0.6,0.17,1.0,0.41,0.86,0.43,0.69,0.5,0.14,0.61,0.02,0.05,0.32,0.55,0.25,0.43,0.09,0.7,0.68
openmsx.csv,0.5,0.47,0.09,0.25,0.12,0.88,0.25,0.47,0.53,0.09,0.27,0.09,0.1,0.19,0.42,0.21,1.0,0.08,0.29,0.33
quarkplayer.csv,0.35,0.52,0.0,0.42,0.33,0.0,0.21,0.0,0.33,0.06,0.24,1.0,0.04,0.0,0.0,0.0,0.31,0.0,0.18,0.58
riff-evolve.csv,0.43,0.59,0.17,0.43,0.23,0.92,0.52,0.99,0.48,0.14,0.45,0.06,0.12,0.27,0.48,0.2,0.42,0.06,0.59,0.41
virtuoso.csv,0.49,0.57,0.04,1.0,0.38,0.96,0.79,0.46,0.51,0.18,0.37,0.04,0.19,1.0,0.64,0.29,0.29,0.07,0.67,0.7
xined.csv,0.45,0.65,0.12,0.0,0.47,0.89,0.86,0.45,0.64,0.5,0.6,0.04,0.04,0.27,0.69,1.0,0.4,0.12,0.42,0.51
zoolib.csv,1.0,0.88,0.0,0.0,0.08,1.0,0.33,1.0,0.0,0.0,0.25,0.0,1.0,0.12,0.0,0.33,0.0,0.0,0.7,1.0
