,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.18,0.54,0.44,0.56,0.56,0.11,0.38,0.43,0.29,0.25,0.97,0.55,0.29,0.52,0.23,0.1,0.29,0.33,0.39,0.22
alpine.csv,0.03,0.26,0.11,0.06,0.12,0.02,0.09,0.05,0.08,0.92,0.12,0.0,0.16,0.19,0.23,0.1,0.09,0.17,0.23,0.04
autowikibrowser.csv,0.59,0.56,1.0,0.44,0.56,0.55,0.51,0.49,0.61,0.67,0.9,0.64,0.35,0.86,0.63,0.4,0.49,0.5,1.0,0.57
critterding.csv,1.0,0.59,0.78,0.5,0.5,0.76,0.64,0.8,0.84,0.67,0.8,0.55,0.58,0.88,0.8,0.6,0.38,0.67,0.8,0.78
firebird.csv,0.5,0.97,0.44,0.38,0.5,0.73,0.6,0.49,0.5,0.5,0.78,0.64,0.55,0.48,0.63,0.6,0.42,0.5,0.59,0.33
fmri-dmt.csv,0.06,0.12,0.22,0.0,0.0,0.0,0.06,0.07,0.13,0.17,0.08,0.0,0.29,0.02,0.0,0.1,0.14,1.0,0.14,0.22
genecys.csv,0.97,0.74,1.0,0.5,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,0.84,1.0,1.0,1.0,0.82,1.0,0.93,1.0
hydrogen.csv,0.26,0.16,0.67,0.25,0.88,0.24,0.28,0.14,0.18,0.33,0.46,0.0,0.16,0.45,0.47,0.3,0.12,0.17,0.23,0.22
jcae.csv,0.03,0.01,1.0,0.0,0.0,0.15,0.04,0.1,0.13,0.0,0.48,0.0,0.03,0.0,0.03,0.1,0.02,0.17,0.14,0.22
kftpgrabber.csv,0.56,0.42,0.67,0.19,0.5,0.34,0.47,0.15,0.34,0.25,0.65,0.27,0.23,0.69,0.97,0.4,0.34,0.67,0.27,0.94
libarchive.csv,0.44,0.56,0.89,0.5,0.69,0.5,0.6,0.49,0.55,0.58,0.82,0.73,0.48,0.69,0.73,0.6,0.52,0.67,0.59,0.94
mimosa.csv,0.76,0.63,0.78,0.06,0.56,0.89,0.64,0.69,0.95,0.67,0.49,0.73,0.39,0.88,0.77,0.8,0.51,0.83,0.93,0.45
monetdb.csv,0.35,0.52,0.33,0.44,0.5,0.5,0.94,0.25,0.32,0.5,0.66,0.36,0.26,0.69,0.57,0.6,0.17,0.33,0.36,0.47
nosleepsoftware.csv,0.44,0.57,1.0,1.0,0.56,0.52,0.68,0.3,0.34,0.75,0.66,0.09,0.23,0.6,0.53,0.3,0.38,0.5,0.52,0.43
openmsx.csv,0.53,0.51,0.67,1.0,0.75,0.85,0.62,0.67,0.68,0.67,0.8,0.91,0.71,0.33,0.7,0.9,0.92,0.67,0.34,0.61
quarkplayer.csv,0.18,0.37,0.0,0.69,0.06,0.0,0.26,0.0,0.03,0.25,0.3,0.91,0.16,0.0,0.0,0.0,0.29,0.0,0.09,0.22
riff-evolve.csv,0.47,0.61,0.89,0.38,0.69,0.76,0.7,0.95,0.5,0.67,0.9,0.36,0.48,0.71,0.63,0.4,0.34,0.33,0.75,0.69
virtuoso.csv,0.56,0.4,0.22,0.06,0.38,0.42,0.23,0.71,0.76,0.17,0.64,0.18,0.13,0.93,0.53,0.6,0.09,0.5,0.36,0.33
xined.csv,0.38,0.22,0.33,0.0,0.44,0.13,0.13,0.3,0.18,0.25,0.48,0.09,0.03,0.07,0.37,1.0,0.26,0.17,0.11,0.88
zoolib.csv,0.09,0.09,0.0,0.0,0.12,0.16,0.02,0.04,0.0,0.0,0.02,0.0,0.77,0.02,0.0,0.3,0.0,0.0,0.16,0.04
