,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.21,0.55,0.47,0.59,0.6,0.13,0.42,0.48,0.33,0.29,0.98,0.56,0.33,0.55,0.27,0.12,0.33,0.36,0.42,0.26
alpine.csv,0.04,0.3,0.13,0.07,0.15,0.02,0.11,0.06,0.1,0.93,0.15,0.0,0.19,0.23,0.27,0.12,0.11,0.2,0.27,0.05
autowikibrowser.csv,0.56,0.56,0.62,0.47,0.59,0.55,0.54,0.51,0.59,0.66,0.75,0.63,0.38,0.32,0.63,0.42,0.51,0.45,1.0,0.48
critterding.csv,1.0,0.58,0.52,0.51,0.51,0.35,0.61,0.6,0.58,0.61,0.71,0.55,0.59,0.56,0.66,0.57,0.41,0.54,0.68,0.64
firebird.csv,0.52,0.97,0.47,0.42,0.52,0.72,0.62,0.53,0.53,0.51,0.75,0.6,0.55,0.52,0.63,0.57,0.45,0.52,0.63,0.38
fmri-dmt.csv,0.07,0.15,0.26,0.0,0.0,0.0,0.07,0.09,0.16,0.2,0.1,0.0,0.34,0.02,0.0,0.12,0.17,1.0,0.17,0.26
genecys.csv,0.09,0.66,0.05,0.45,0.3,1.0,0.72,0.0,0.0,0.17,0.09,0.0,0.56,0.09,0.09,0.21,0.61,0.38,0.57,0.27
hydrogen.csv,0.3,0.19,0.69,0.29,0.9,0.28,0.33,0.17,0.21,0.38,0.5,0.0,0.19,0.49,0.52,0.34,0.14,0.2,0.27,0.26
jcae.csv,0.04,0.01,1.0,0.0,0.0,0.18,0.05,0.12,0.16,0.0,0.53,0.0,0.04,0.0,0.04,0.12,0.02,0.2,0.17,0.26
kftpgrabber.csv,0.57,0.46,0.68,0.23,0.54,0.38,0.52,0.18,0.39,0.29,0.65,0.31,0.27,0.64,0.97,0.44,0.38,0.67,0.31,0.27
libarchive.csv,0.45,0.58,0.73,0.51,0.71,0.49,0.61,0.52,0.53,0.58,0.75,0.7,0.51,0.64,0.74,0.6,0.52,0.56,0.62,0.95
mimosa.csv,0.45,0.62,0.72,0.07,0.57,0.37,0.6,0.66,0.96,0.68,0.51,0.63,0.42,0.64,0.65,0.09,0.53,0.68,0.68,0.47
monetdb.csv,0.39,0.55,0.38,0.49,0.53,0.55,0.95,0.29,0.31,0.51,0.61,0.38,0.3,0.64,0.58,0.6,0.2,0.37,0.41,0.5
nosleepsoftware.csv,0.46,0.57,0.81,1.0,0.6,0.5,0.66,0.35,0.38,0.71,0.69,0.11,0.26,0.6,0.57,0.34,0.41,0.51,0.56,0.48
openmsx.csv,0.54,0.48,0.45,0.0,0.43,0.54,0.34,0.52,0.62,0.61,0.39,0.66,0.62,0.36,0.66,0.54,0.93,0.47,0.33,0.34
quarkplayer.csv,0.21,0.4,0.0,0.69,0.07,0.0,0.29,0.0,0.04,0.29,0.33,0.93,0.19,0.0,0.0,0.0,0.32,0.0,0.11,0.26
riff-evolve.csv,0.47,0.59,0.77,0.43,0.68,0.71,0.7,0.96,0.5,0.67,0.8,0.39,0.51,0.63,0.64,0.43,0.38,0.35,0.71,0.53
virtuoso.csv,0.55,0.44,0.24,0.07,0.43,0.47,0.27,0.45,0.6,0.2,0.62,0.21,0.16,0.94,0.57,0.61,0.11,0.46,0.41,0.38
xined.csv,0.41,0.26,0.37,0.0,0.49,0.16,0.16,0.34,0.21,0.29,0.53,0.11,0.04,0.09,0.42,1.0,0.3,0.2,0.13,0.71
zoolib.csv,0.11,0.11,0.0,0.0,0.14,0.19,0.02,0.05,0.0,0.0,0.02,0.0,0.81,0.02,0.0,0.34,0.0,0.0,0.19,0.05
