,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.07,0.4,0.34,0.23,0.2,0.0,0.26,0.15,0.29,0.18,0.0,0.41,0.2,0.29,0.13,0.12,0.3,0.47,0.37,0.15
alpine.csv,0.05,0.06,0.05,0.11,0.12,0.0,0.05,0.03,0.02,0.0,0.06,0.05,0.05,0.13,0.06,0.19,0.09,0.06,0.04,0.01
autowikibrowser.csv,0.54,0.45,0.75,0.32,0.25,0.44,0.32,0.38,0.48,0.37,0.55,0.39,0.39,0.91,0.37,0.44,0.4,0.68,0.0,0.71
critterding.csv,0.0,0.44,0.78,0.43,0.42,0.89,0.48,0.7,0.74,0.56,0.52,0.47,0.35,0.77,0.61,0.51,0.37,0.69,0.57,0.63
firebird.csv,0.37,0.02,0.34,0.32,0.39,0.33,0.26,0.19,0.31,0.44,0.35,0.51,0.44,0.25,0.39,0.51,0.41,0.4,0.17,0.12
fmri-dmt.csv,0.05,0.07,0.01,0.04,0.06,0.0,0.03,0.03,0.05,0.05,0.09,0.03,0.08,0.01,0.0,0.0,0.06,0.0,0.17,0.06
genecys.csv,0.98,0.53,0.99,0.68,0.92,0.0,0.58,1.0,1.0,0.96,0.98,1.0,0.76,0.98,0.98,0.95,0.7,0.89,0.78,0.93
hydrogen.csv,0.2,0.06,0.19,0.09,0.0,0.22,0.08,0.03,0.14,0.11,0.18,0.14,0.07,0.28,0.13,0.14,0.18,0.16,0.06,0.01
jcae.csv,0.02,0.03,0.0,0.04,0.0,0.0,0.0,0.01,0.02,0.01,0.09,0.01,0.01,0.01,0.0,0.0,0.01,0.06,0.02,0.04
kftpgrabber.csv,0.37,0.21,0.3,0.04,0.18,0.33,0.16,0.03,0.12,0.08,0.34,0.3,0.21,0.49,0.02,0.23,0.29,0.34,0.15,0.93
libarchive.csv,0.49,0.34,0.58,0.43,0.18,0.56,0.33,0.31,0.52,0.4,0.44,0.4,0.34,0.49,0.24,0.42,0.46,0.66,0.24,0.0
mimosa.csv,0.83,0.43,0.44,0.23,0.41,0.89,0.51,0.43,0.0,0.3,0.41,0.59,0.35,0.69,0.6,0.98,0.39,0.61,0.67,0.4
monetdb.csv,0.24,0.32,0.14,0.13,0.33,0.11,0.0,0.16,0.74,0.45,0.53,0.47,0.23,0.49,0.37,0.4,0.21,0.31,0.17,0.32
nosleepsoftware.csv,0.44,0.42,0.54,0.0,0.13,0.56,0.42,0.13,0.31,0.4,0.17,0.31,0.42,0.39,0.21,0.21,0.35,0.47,0.19,0.15
openmsx.csv,0.44,0.62,0.81,1.0,0.84,0.78,0.88,0.73,0.55,0.56,0.87,0.68,0.58,0.44,0.47,0.79,0.0,0.79,0.69,0.88
quarkplayer.csv,0.27,0.37,0.06,0.32,0.02,0.0,0.45,0.0,0.05,0.35,0.4,0.0,0.36,0.02,0.0,0.09,0.45,0.03,0.33,0.12
riff-evolve.csv,0.51,0.46,0.49,0.17,0.37,0.44,0.3,0.01,0.5,0.35,0.45,0.42,0.33,0.57,0.34,0.37,0.32,0.52,0.43,0.72
virtuoso.csv,0.49,0.32,0.65,0.0,0.1,0.11,0.03,0.82,0.67,0.06,0.44,0.28,0.05,0.0,0.15,0.35,0.16,0.66,0.15,0.1
xined.csv,0.39,0.13,0.27,0.0,0.08,0.11,0.01,0.35,0.1,0.02,0.13,0.16,0.08,0.06,0.08,0.0,0.28,0.11,0.13,0.6
zoolib.csv,0.0,0.01,0.0,0.06,0.24,0.0,0.02,0.0,0.02,0.01,0.02,0.13,0.0,0.05,0.0,0.14,0.02,0.02,0.06,0.0
