,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.42,0.96,0.27,0.24,0.07,0.44,0.13,0.21,0.04,0.33,0.08,0.07,0.14
empserver.csv,0.9,0.39,0.83,0.61,0.98,0.96,0.99,0.72,0.5,0.3,0.82,0.88,0.93
emulemorph.csv,0.0,0.0,0.0,0.12,0.01,0.01,0.1,0.31,0.0,0.15,0.0,0.0,0.24
google-web-toolkit.csv,0.9,0.4,0.38,0.38,0.76,0.35,0.8,0.6,0.61,0.24,0.94,0.6,0.37
htmlunit.csv,0.57,0.43,0.35,0.41,0.18,0.25,0.22,0.47,0.55,0.52,0.42,0.64,0.59
jaxen.csv,0.7,0.18,0.65,0.71,0.29,0.42,0.1,0.83,0.86,0.91,0.76,0.9,0.67
jguard.csv,0.85,1.0,0.88,0.96,0.91,0.93,0.94,0.73,0.27,1.0,0.71,0.5,0.6
kowari.csv,0.2,0.0,0.35,0.13,0.03,0.47,0.23,0.59,0.8,0.33,0.23,0.05,0.49
maidsafe-dht.csv,0.25,0.2,0.25,0.27,0.11,0.34,0.35,0.51,0.61,0.67,0.68,0.74,0.38
mimosa.csv,0.65,1.0,0.78,0.82,0.84,0.86,0.88,0.88,0.41,0.94,0.5,0.29,0.82
vdsf.csv,0.68,0.13,0.87,0.76,0.94,0.98,0.85,0.76,0.96,1.0,0.96,0.95,0.75
xbrlapi.csv,0.4,0.0,0.18,0.11,0.7,0.43,0.38,0.44,0.62,0.0,0.51,0.31,0.33
