,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.69,0.27,0.72,0.62,0.97,0.52,0.92,0.91,0.75,0.54,0.83,0.67,0.98
empserver.csv,0.36,0.45,0.4,0.49,0.35,0.38,0.41,0.35,0.51,0.62,0.42,0.42,0.4
emulemorph.csv,0.0,0.0,0.0,0.92,0.75,0.5,0.89,0.54,0.0,0.86,0.0,0.0,0.9
google-web-toolkit.csv,0.39,0.48,0.45,0.38,0.4,0.57,0.48,0.37,0.44,0.63,0.34,0.45,0.48
htmlunit.csv,0.47,0.42,0.42,0.38,0.95,0.45,0.59,0.34,0.4,0.35,0.42,0.41,0.41
jaxen.csv,0.49,0.97,0.49,0.7,0.9,0.56,0.85,0.47,0.42,0.43,0.46,0.4,0.5
jguard.csv,0.41,0.26,0.44,0.54,0.36,0.37,0.43,0.56,0.63,0.41,0.43,0.52,0.43
kowari.csv,0.8,0.5,0.64,0.79,0.92,0.49,0.85,0.43,0.45,0.58,0.62,0.8,0.64
maidsafe-dht.csv,0.6,0.72,0.62,0.46,0.98,0.5,0.61,0.39,0.39,0.38,0.36,0.37,0.58
mimosa.csv,0.43,0.26,0.46,0.56,0.36,0.35,0.44,0.44,0.59,0.42,0.43,0.52,0.42
vdsf.csv,0.46,0.99,0.44,0.68,0.36,0.4,0.49,0.45,0.4,0.42,0.38,0.41,0.52
xbrlapi.csv,0.48,0.0,0.92,0.77,0.43,0.74,0.7,0.43,0.57,0.0,0.62,0.8,0.78
