,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.32,0.15,0.49,0.42,0.25,0.16,0.0
flylegacy.csv,0.49,0.7,0.79,0.27,0.57,0.45,0.28
jguard.csv,0.41,0.34,0.53,0.28,0.66,0.59,0.24
mob-sen-plat.csv,0.52,0.81,0.8,0.22,0.67,0.47,0.3
raygina.csv,0.65,0.0,0.7,0.22,0.27,0.31,0.17
upp-mirror.csv,0.47,0.2,0.78,0.34,0.73,0.44,0.29
wishmaster.csv,0.3,0.2,0.55,0.26,0.63,0.4,0.5
