,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.92,0.83,0.65,0.73,0.94,0.86,0.89
flylegacy.csv,0.48,0.43,0.41,0.59,0.59,0.49,0.4
jguard.csv,0.54,0.93,0.63,0.44,0.47,0.61,0.7
mob-sen-plat.csv,0.4,0.35,0.35,0.42,0.38,0.44,0.38
raygina.csv,0.47,0.0,0.42,0.41,0.94,0.48,0.9
upp-mirror.csv,0.47,0.86,0.32,0.55,0.37,0.79,0.5
wishmaster.csv,0.73,0.88,0.47,0.56,0.34,0.44,0.54
