,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,3.0,2.0,0.0,5.0,1.0,4.0,74.0
flylegacy.csv,8.0,4.0,1.0,0.0,1.0,2.0,10.0
jguard.csv,2.0,4.0,1.0,2.0,1.0,1.0,15.0
mob-sen-plat.csv,0.0,0.0,1.0,5.0,1.0,5.0,1.0
raygina.csv,0.0,52.0,1.0,5.0,1.0,10.0,0.0
upp-mirror.csv,10.0,2.0,0.0,7.0,1.0,2.0,2.0
wishmaster.csv,1.0,2.0,1.0,13.0,2.0,5.0,0.0
