,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.24,0.01,0.07,0.1
repositorium.csv,0.26,0.26,0.67,0.86
simplewebservices.csv,0.46,0.98,0.31,0.36
xbg.csv,0.11,0.0,0.29,0.17
