,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.29,1.0,0.88,0.85
repositorium.csv,0.95,0.27,0.77,0.9
simplewebservices.csv,0.5,0.99,0.4,0.47
xbg.csv,1.01,1.0,0.47,0.89
