,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.48,0.0,0.8,0.97
repositorium.csv,0.93,0.66,0.52,0.43
simplewebservices.csv,0.4,0.43,0.52,0.42
xbg.csv,0.8,0.0,0.71,0.97
