,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.49,0.92,0.42,0.55,0.4,0.5,0.57,0.43,0.4,0.46,0.4,0.62
gamestone.csv,0.91,0.5,0.95,0.49,0.8,0.0,0.5,0.66,1.0,0.91,0.8,0.75
gbif-providertoolkit.csv,0.66,0.96,0.8,0.47,0.65,0.87,0.53,0.54,0.47,0.63,0.58,0.71
heekscad.csv,0.36,0.6,0.42,0.43,0.36,0.36,0.37,0.44,0.43,0.4,0.35,0.4
igarden.csv,0.51,0.86,0.66,0.49,0.61,0.52,0.93,0.94,0.54,0.92,0.39,0.64
levent.csv,0.49,0.92,0.67,0.94,0.41,0.44,0.43,0.59,0.0,0.97,0.64,0.62
lportal.csv,0.82,0.5,0.79,0.0,0.0,0.88,0.0,0.73,0.74,0.5,0.75,0.75
openmsx.csv,0.47,0.42,0.68,0.32,0.64,0.83,0.93,0.88,0.0,0.69,0.93,0.64
owlapi.csv,0.83,0.95,0.86,0.95,0.4,0.51,0.41,0.6,0.87,0.53,0.56,0.71
pnotepad.csv,0.42,0.57,0.37,0.31,0.34,0.43,0.41,0.51,0.39,0.44,0.34,0.41
quark.csv,0.61,0.75,0.74,0.5,0.93,0.8,0.8,0.94,1.0,0.92,0.58,0.73
xcsoar.csv,0.36,0.67,0.38,0.39,0.48,0.48,0.59,0.56,0.48,0.44,0.34,0.55
