,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.45,0.98,0.47,0.54,0.46,0.59,0.55,0.17,0.61,0.4,0.3,0.27,0.4
bdbbasic.csv,0.08,0.63,0.49,0.61,0.97,0.58,0.65,0.15,0.61,0.41,0.4,0.45,0.36
foursquared.csv,0.0,0.09,0.29,1.0,0.17,0.03,0.12,0.12,0.28,0.08,0.37,0.33,0.18
impala.csv,0.6,0.49,0.11,0.15,0.32,0.29,0.32,0.94,0.18,0.35,0.17,0.49,0.22
jicarilla.csv,0.97,0.5,0.06,0.07,0.17,0.04,0.2,0.06,0.04,0.04,0.0,0.39,0.18
ng4j.csv,0.05,0.63,0.56,0.61,0.67,0.65,0.54,0.15,0.53,0.4,0.35,0.62,0.95
open-data-kit.csv,0.12,0.02,0.51,0.58,0.41,0.99,0.56,0.13,0.61,0.51,0.36,0.29,0.52
pentahoanalysistool.csv,0.44,0.41,1.0,0.53,0.1,0.16,0.18,0.12,0.43,0.0,0.0,0.19,0.16
tradelink.csv,0.09,0.52,0.43,0.51,0.61,0.31,0.32,0.15,0.44,0.32,0.97,0.25,0.23
turbotrader-bos.csv,0.0,0.67,0.41,0.39,0.44,0.43,0.26,0.21,0.98,0.11,0.3,0.39,0.31
ultimairis.csv,0.61,0.79,0.46,0.4,0.51,0.6,0.46,0.23,0.42,0.92,0.36,0.56,0.4
wikipediardware.csv,0.52,0.81,0.53,0.55,0.51,0.74,0.59,0.22,0.53,0.44,0.26,0.99,0.4
yafdotnet.csv,0.04,0.79,0.53,0.51,0.41,0.6,0.97,0.19,0.54,0.44,0.37,0.8,0.39
