,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.7,0.04,0.64,0.62,0.6,0.7,0.61,0.76,0.44,0.66,0.75,0.84,0.61
bdbbasic.csv,1.0,0.66,0.58,0.46,0.05,0.62,0.44,0.79,0.46,0.65,0.53,0.71,0.66
foursquared.csv,1.0,0.95,0.82,0.0,0.9,0.99,0.94,0.92,0.81,0.96,0.74,0.82,0.9
impala.csv,0.52,0.79,0.97,0.93,0.84,0.9,0.81,0.12,0.91,0.71,0.92,0.73,0.92
jicarilla.csv,0.05,0.78,0.97,0.96,0.88,1.02,0.9,0.96,0.98,0.98,1.01,0.77,0.87
ng4j.csv,1.01,0.63,0.48,0.54,0.35,0.56,0.56,0.8,0.71,0.81,0.61,0.55,0.05
open-data-kit.csv,0.97,0.99,0.62,0.76,0.63,0.01,0.66,0.87,0.43,0.54,0.6,0.84,0.46
pentahoanalysistool.csv,0.7,0.74,0.0,0.59,0.95,0.91,0.9,0.87,0.69,1.0,1.0,0.89,0.9
tradelink.csv,0.99,0.71,0.65,0.59,0.48,0.81,0.78,0.85,0.63,0.76,0.05,0.89,0.85
turbotrader-bos.csv,1.01,0.73,0.66,0.69,0.73,0.72,0.83,0.72,0.04,0.94,0.71,0.77,0.75
ultimairis.csv,0.9,0.82,0.84,0.87,0.59,0.83,0.8,0.74,0.83,0.11,0.63,0.78,0.77
wikipediardware.csv,0.92,0.96,0.8,0.78,0.73,0.73,0.83,0.98,0.88,0.95,0.9,0.07,0.9
yafdotnet.csv,1.04,0.96,0.61,0.71,0.82,0.79,0.03,0.78,0.6,0.61,0.73,1.0,0.71
