,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.54,0.8,0.59,0.87,0.75,0.36,0.84,0.86,0.88,0.54,0.59,0.97
emite.csv,0.88,0.7,0.84,0.52,0.5,0.6,0.6,0.36,0.63,0.95,0.57,0.51
geogebra.csv,0.9,0.47,0.92,0.75,0.69,0.67,0.78,0.95,0.72,0.86,0.0,0.81
hibernate.csv,0.94,0.93,0.56,0.56,0.75,0.71,0.79,0.59,0.74,0.93,0.75,0.68
httpcontentparser.csv,0.97,0.82,0.94,0.93,0.95,0.0,0.88,0.97,0.97,0.92,0.0,0.99
megameknet.csv,0.64,0.53,0.58,0.61,0.59,0.44,0.72,0.4,0.69,0.56,0.81,0.57
myfaces.csv,0.73,0.88,0.91,0.98,0.87,0.75,0.71,0.64,0.73,0.79,0.54,0.69
ns-3.csv,0.49,0.43,0.41,0.46,0.45,0.39,0.59,0.37,0.48,0.47,0.91,0.49
ondex.csv,0.69,0.65,0.94,0.72,0.77,0.51,0.88,0.96,0.84,0.85,0.75,0.72
pixel-commandos.csv,0.0,0.0,0.89,0.92,0.97,0.0,0.8,0.0,0.8,0.75,0.0,0.0
rsyslog.csv,0.58,0.56,0.49,0.5,0.51,0.33,0.52,0.51,0.51,0.49,0.47,0.44
wow-qrsk.csv,0.57,0.61,0.63,0.62,0.82,0.78,0.76,0.38,0.85,0.67,0.89,0.7
