,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.56,0.18,0.61,0.12,0.53,1.0,0.28,0.11,0.38,0.71,0.53,0.18
emite.csv,0.28,0.49,0.29,0.5,0.52,0.42,0.61,0.52,0.46,0.29,0.98,0.69
geogebra.csv,0.28,0.51,0.29,0.49,0.35,0.42,0.49,0.15,0.37,0.29,0.0,0.91
hibernate.csv,0.29,0.22,0.47,0.65,0.54,0.37,0.38,0.54,0.95,0.29,0.07,0.49
httpcontentparser.csv,0.19,0.47,0.88,0.1,0.23,0.01,0.09,0.21,0.07,0.29,0.0,0.11
megameknet.csv,0.53,0.68,0.57,0.57,0.45,0.62,0.98,0.5,0.51,0.52,0.37,0.64
myfaces.csv,0.43,0.3,0.18,0.92,0.26,0.3,0.41,0.5,0.49,0.29,0.49,0.49
ns-3.csv,0.98,0.61,0.65,0.72,0.56,0.32,0.6,0.51,0.59,0.69,0.19,0.62
ondex.csv,0.42,0.64,0.29,0.52,0.41,0.56,0.4,0.85,0.39,0.0,0.44,0.46
pixel-commandos.csv,0.0,0.0,0.06,0.02,0.11,0.0,0.04,0.0,0.0,1.0,0.0,0.0
rsyslog.csv,0.42,0.97,0.55,0.68,0.67,0.52,0.7,0.6,0.58,0.7,0.64,0.74
wow-qrsk.csv,0.43,0.49,0.62,0.46,0.98,0.32,0.43,0.56,0.33,0.75,0.19,0.48
