,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.52,0.04,0.35,0.38,0.37,0.0,0.44,0.02,0.3,0.4,0.4,0.28
emite.csv,0.31,0.33,0.26,0.51,0.41,0.47,0.38,0.67,0.33,0.21,0.0,0.43
geogebra.csv,0.32,0.12,0.05,0.13,0.39,0.05,0.26,0.11,0.15,0.07,0.0,0.0
hibernate.csv,0.16,0.42,0.7,0.59,0.39,0.21,0.13,0.39,0.0,0.15,0.05,0.45
httpcontentparser.csv,0.16,0.62,0.0,0.04,0.3,0.0,0.01,0.18,0.05,0.12,0.02,0.21
megameknet.csv,0.4,0.46,0.54,0.26,0.63,0.34,0.0,0.74,0.28,0.41,0.15,0.56
myfaces.csv,0.63,0.42,0.18,0.0,0.26,0.45,0.62,0.39,0.47,0.25,0.7,0.44
ns-3.csv,0.01,0.25,0.35,0.46,0.52,0.89,0.29,0.61,0.35,0.48,0.15,0.47
ondex.csv,0.36,0.29,0.07,0.35,0.42,0.39,0.07,0.01,0.4,0.3,0.48,0.39
pixel-commandos.csv,0.01,0.0,0.05,0.04,0.02,0.0,0.01,0.01,0.01,0.0,0.02,0.0
rsyslog.csv,0.35,0.0,0.43,0.42,0.35,0.79,0.33,0.44,0.43,0.44,0.4,0.48
wow-qrsk.csv,0.19,0.79,0.28,0.27,0.0,0.24,0.12,0.69,0.13,0.26,0.1,0.25
