,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.24,0.34,0.0,0.43
hibernate.csv,0.37,0.53,0.18,0.0
lamp.csv,0.02,0.09,0.18,0.08
thout.csv,0.81,0.01,0.82,0.85
