,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,13.0,13.0,0.0,8.0
hibernate.csv,3.0,9.0,0.0,0.0
lamp.csv,0.0,5.0,0.0,3.0
thout.csv,13.0,0.0,0.0,13.0
