,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.16,0.21,1.0,0.32
hibernate.csv,0.09,0.23,0.75,0.99
lamp.csv,0.87,0.32,0.76,0.47
thout.csv,0.1,0.98,0.66,0.27
