,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.62,0.71,0.44,0.64
hibernate.csv,0.62,0.58,0.75,0.75
lamp.csv,0.93,0.95,0.65,0.98
thout.csv,0.47,0.78,0.42,0.51
