,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.62,0.78,0.02,0.65
hibernate.csv,0.74,0.71,0.75,0.09
lamp.csv,0.07,0.87,0.73,0.84
thout.csv,0.82,0.11,0.84,0.88
