,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.47,0.34,0.98,0.53
hibernate.csv,0.39,0.51,0.31,0.93
lamp.csv,0.94,0.17,0.34,0.2
thout.csv,0.5,0.91,0.47,0.42
