,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.61,0.49,0.56,0.71,0.28,0.64,0.64,0.54,0.6,0.43,0.6,0.38,0.6,0.39,0.37,0.69
biodwh.csv,0.17,0.09,0.28,0.21,0.04,0.0,0.22,0.21,0.15,0.04,0.54,0.0,0.18,0.19,0.49,0.44
blue-c.csv,0.61,0.58,0.52,0.7,0.26,0.8,0.62,0.65,0.54,0.37,0.57,0.36,0.57,0.33,0.33,0.57
cities3d.csv,0.61,0.3,0.46,0.0,0.28,0.56,0.54,0.49,0.3,0.13,0.46,0.0,0.44,0.39,0.3,0.69
firebird.csv,0.65,0.62,0.58,0.7,0.29,0.56,0.57,0.55,0.59,0.44,0.6,0.4,0.58,0.4,0.26,0.77
jcache.csv,0.68,0.66,0.49,0.63,0.15,0.67,0.51,0.72,0.61,0.69,0.21,0.38,0.56,0.34,0.29,0.85
jparsec.csv,0.42,0.61,0.47,0.65,0.18,0.5,0.49,0.67,0.57,0.57,0.63,0.3,0.54,0.33,0.24,0.74
mscore.csv,0.53,0.61,0.53,0.69,0.28,0.75,0.63,0.73,0.58,0.59,0.59,0.36,0.52,0.35,0.22,0.71
nabu-library.csv,0.11,0.64,0.3,0.15,0.07,0.48,0.29,0.45,0.48,0.85,0.28,0.26,0.52,0.14,0.0,0.39
ns-3-dev-def-routing.csv,0.16,0.58,0.31,0.75,0.08,0.46,0.41,0.53,0.5,0.51,0.5,0.36,0.6,0.21,0.06,0.36
open-ms.csv,0.69,0.63,0.42,0.57,0.16,0.67,0.5,0.62,0.47,0.17,0.29,0.33,0.46,0.41,0.38,0.65
popeye-chess.csv,0.57,0.53,0.49,0.68,0.17,0.74,0.67,0.64,0.27,0.36,0.33,0.32,0.52,0.34,0.23,0.47
qgo.csv,0.85,0.66,0.58,0.55,0.16,0.59,0.57,0.76,0.63,0.68,0.51,0.27,0.54,0.35,0.29,0.8
webdriver.csv,0.67,0.65,0.5,0.75,0.25,0.77,0.75,0.62,0.52,0.37,0.5,0.38,0.53,0.4,0.17,0.66
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.47,0.0,0.0,0.0,0.57
yafdotnet.csv,0.63,0.61,0.52,0.66,0.16,0.74,0.53,0.66,0.69,0.68,0.42,0.31,0.51,0.36,0.28,0.75
