,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,135.0,99.0,99.0,361.0,297.0,96.5,384.0,286.5,99.0,197.5,98.5,193.0,97.5,99.0,93.5,179.0
biodwh.csv,226.0,83.5,99.0,69.5,260.0,0.0,444.5,84.5,175.0,134.0,98.5,0.0,336.0,99.0,384.0,246.5
blue-c.csv,97.5,99.0,99.0,549.5,785.0,96.5,197.0,196.5,98.5,494.0,98.5,193.0,492.5,99.0,93.5,186.0
cities3d.csv,97.5,99.0,1084.0,0.0,99.0,96.5,197.0,196.0,98.5,98.5,98.5,0.0,197.5,99.0,288.5,183.0
firebird.csv,95.5,99.0,99.0,361.0,297.0,96.5,577.0,189.0,99.0,196.5,98.5,193.0,294.0,99.0,384.0,280.5
jcache.csv,97.5,99.0,99.0,263.5,297.0,96.5,479.5,295.0,98.5,98.5,163.0,193.0,494.0,99.0,189.0,183.0
jparsec.csv,186.0,99.0,2550.0,1196.5,686.5,96.5,383.0,295.0,99.0,98.5,98.5,90.5,591.5,99.0,384.0,280.5
mscore.csv,95.5,99.0,99.0,462.0,198.0,96.5,578.0,196.5,99.0,395.5,98.5,90.5,195.0,99.0,384.0,280.5
nabu-library.csv,43.5,99.0,2548.0,250.5,92.5,96.5,381.0,190.5,99.0,99.0,383.0,339.5,395.0,87.5,897.0,52.5
ns-3-dev-def-routing.csv,43.5,99.0,1658.0,642.0,589.0,89.5,284.5,189.0,98.5,296.5,388.0,193.0,97.5,99.0,1514.5,1797.0
open-ms.csv,97.5,99.0,99.0,166.0,198.0,96.5,376.0,394.0,98.5,94.5,93.5,193.0,98.5,99.0,93.5,277.5
popeye-chess.csv,97.5,99.0,99.0,362.5,99.0,96.5,197.0,196.5,98.5,168.0,163.0,193.0,97.5,99.0,331.0,185.0
qgo.csv,97.5,99.0,99.0,1817.5,297.0,96.5,286.5,394.0,99.0,98.5,93.5,185.0,395.0,99.0,384.0,375.0
webdriver.csv,97.5,99.0,99.0,460.0,297.0,96.5,386.0,196.5,99.0,1782.5,98.5,193.0,97.5,99.0,499.0,181.0
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,193.0,0.0,0.0,0.0,90.5
yafdotnet.csv,97.5,99.0,99.0,457.0,198.0,96.5,375.0,295.0,99.0,198.0,98.5,185.0,395.0,99.0,285.5,275.5
