,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
ivatamasks.csv,4.0,0.0,26.0,0.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0
java-gnome.csv,8.0,0.0,17.0,2.0,2.0,0.0,0.0,26.0,0.0,0.0,1.0
orc.csv,0.0,0.0,1.0,1.0,123.0,0.0,1.0,2.0,72.0,62.0,1.0
plato.csv,3.0,0.0,17.0,2.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0
rodin-b-sharp.csv,73.0,0.0,1.0,1.0,0.0,0.0,1.0,20.0,0.0,62.0,0.0
tycho.csv,4.0,0.0,12.0,2.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0
umber.csv,0.0,0.0,8.0,1.0,0.0,0.0,1.0,15.0,0.0,4.0,3.0
unicase.csv,3.0,0.0,16.0,1.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0
vienna-add-in.csv,4.0,0.0,14.0,1.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0
wpdev.csv,4.0,0.0,17.0,2.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0
