,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.23,0.6,0.56,0.13,0.64,0.54,0.51,0.41,0.7,0.63,0.32
google-gears.csv,0.47,0.63,0.95,0.72,0.79,0.87,0.82,0.72,0.89,0.56,0.62
grafx2.csv,0.39,0.74,0.45,0.41,0.82,0.7,0.63,0.4,0.52,0.59,0.53
kmess.csv,0.19,0.0,0.32,0.07,0.52,0.14,0.75,0.01,0.43,0.25,0.21
megameknet.csv,0.5,0.93,0.81,0.46,0.73,0.67,0.81,0.62,0.56,0.44,0.7
minig.csv,0.84,0.86,0.43,0.7,0.7,0.72,0.69,0.78,0.1,0.88,0.4
ns-3.csv,0.72,0.91,0.78,0.39,0.27,0.55,0.82,0.47,0.1,0.47,0.83
omseek.csv,0.16,0.0,0.08,0.35,0.64,0.14,0.27,0.14,0.39,0.38,0.04
quickfast.csv,0.71,0.93,0.74,0.57,0.82,0.72,0.84,0.68,0.13,0.56,0.77
sylpheed-claws.csv,1.0,1.0,0.68,0.85,1.0,0.91,0.99,1.0,1.0,0.83,1.0
xamj.csv,0.83,0.63,0.67,0.43,0.85,0.97,0.61,0.62,0.57,0.66,0.7
