,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.27,0.64,0.58,0.16,0.65,0.59,0.55,0.45,0.69,0.64,0.37
google-gears.csv,0.49,0.64,0.33,0.32,0.66,0.49,0.69,0.7,0.54,0.52,0.61
grafx2.csv,0.42,0.76,0.48,0.45,0.64,0.67,0.61,0.44,0.54,0.62,0.57
kmess.csv,0.22,0.0,0.36,0.09,0.55,0.17,0.69,0.01,0.48,0.29,0.25
megameknet.csv,0.5,0.51,0.64,0.49,0.56,0.69,0.61,0.56,0.57,0.49,0.65
minig.csv,0.29,0.29,0.4,0.71,0.32,0.65,0.3,0.2,0.12,0.66,0.37
ns-3.csv,0.68,0.13,0.7,0.44,0.31,0.59,0.45,0.49,0.12,0.51,0.62
omseek.csv,0.19,0.0,0.1,0.39,0.67,0.17,0.31,0.17,0.44,0.43,0.05
quickfast.csv,0.54,0.51,0.64,0.58,0.42,0.66,0.56,0.62,0.16,0.58,0.77
sylpheed-claws.csv,0.0,0.0,0.68,0.67,0.0,0.58,0.09,0.13,0.0,0.69,0.0
xamj.csv,0.56,0.66,0.65,0.48,0.63,0.24,0.58,0.58,0.56,0.68,0.67
