,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.77,0.32,0.54,0.91,0.59,0.62,0.46,0.56,0.48,0.47,0.68
google-gears.csv,0.57,0.42,0.44,0.41,0.49,0.54,0.37,0.47,0.46,0.67,0.49
grafx2.csv,0.55,0.32,0.41,0.69,0.43,0.48,0.35,0.47,0.45,0.55,0.44
kmess.csv,0.98,0.0,0.72,0.83,0.8,0.97,0.51,0.0,0.84,0.99,0.93
megameknet.csv,0.58,0.49,0.42,0.6,0.48,0.5,0.39,0.51,0.56,0.62,0.45
minig.csv,0.46,0.6,0.77,0.48,0.49,0.49,0.54,0.56,0.94,0.45,0.71
ns-3.csv,0.44,0.57,0.34,0.74,0.71,0.45,0.41,0.49,0.94,0.51,0.39
omseek.csv,0.97,0.0,0.93,0.68,0.7,0.96,0.67,0.94,0.67,0.81,0.67
quickfast.csv,0.5,0.49,0.35,0.49,0.47,0.51,0.43,0.52,0.95,0.48,0.4
sylpheed-claws.csv,0.4,0.53,0.46,0.34,0.43,0.48,0.41,0.46,0.42,0.39,0.38
xamj.csv,0.42,0.32,0.35,0.7,0.41,0.48,0.35,0.4,0.38,0.5,0.33
