,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.02,0.28,0.06,0.3,0.71,0.67,0.36,0.37,0.48,0.38,0.28,0.41,0.36,0.42,0.02,0.94
aztec.csv,0.24,0.37,0.12,0.48,0.2,0.24,0.35,0.32,0.13,0.79,0.38,0.66,0.12,0.36,0.29,0.69
bl-toolkit.csv,0.0,0.53,0.4,0.54,0.56,0.79,0.24,0.17,0.6,0.13,0.4,0.65,0.37,0.49,0.53,0.0
co-ode-owl-plugins.csv,0.0,0.41,0.23,0.39,0.75,0.58,0.58,0.64,0.54,0.1,0.47,0.59,0.46,0.65,0.27,0.95
gbif-indexingtoolkit.csv,0.27,0.38,0.55,0.65,0.42,0.43,0.5,0.54,0.57,0.57,0.38,0.49,0.47,0.5,0.51,0.05
gnukeda.csv,0.64,0.45,0.33,0.42,0.37,0.34,0.71,0.24,0.38,0.36,0.4,0.61,0.45,0.56,0.13,0.27
motu.csv,0.54,0.48,0.58,0.45,0.17,0.57,0.55,0.54,0.13,0.28,0.0,0.78,0.62,0.37,0.65,0.16
oscarmcmaster.csv,0.52,0.4,0.38,0.46,0.25,0.65,0.53,0.59,0.47,0.05,0.55,0.71,0.62,0.49,0.27,0.66
pamguard.csv,0.0,0.6,0.33,0.31,0.54,0.36,0.3,0.4,0.4,0.59,0.73,0.62,0.38,0.58,0.51,0.05
prelude.csv,0.85,0.5,0.54,0.36,0.19,0.31,0.59,0.58,0.13,0.23,0.13,0.32,0.46,0.48,0.33,0.54
qdvdauthor.csv,0.0,0.49,0.28,0.39,0.38,0.32,0.44,0.59,0.57,0.29,0.18,0.24,0.74,0.44,0.48,0.56
qlc.csv,0.28,0.12,0.52,0.39,0.2,0.34,0.41,0.65,0.42,0.05,0.42,0.36,0.59,0.4,0.16,0.0
scite-ru.csv,0.12,0.64,0.55,0.43,0.63,0.0,0.0,0.64,0.57,0.28,0.33,0.58,0.62,0.61,0.69,0.64
tencompetence.csv,0.7,0.12,0.06,0.21,0.13,0.14,0.3,0.48,0.52,0.05,0.45,0.27,0.18,0.2,0.81,0.07
trackit.csv,0.27,0.66,0.32,0.31,0.2,0.27,0.46,0.07,0.19,0.6,0.0,0.55,0.45,0.25,0.07,0.2
yaprm.csv,0.17,0.47,0.58,0.37,0.23,0.17,0.53,0.57,0.69,0.41,0.54,0.1,0.62,0.48,0.47,0.0
