,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.98,0.78,0.95,0.85,0.34,0.62,0.76,0.7,0.7,0.67,0.79,0.91,0.71,0.69,0.98,0.18
aztec.csv,0.96,0.7,0.91,0.66,0.93,0.81,0.72,0.73,0.9,0.3,0.7,0.61,0.91,0.74,0.81,0.46
bl-toolkit.csv,1.0,0.8,0.8,0.75,0.75,0.29,0.95,0.97,0.74,0.97,0.88,0.7,0.95,0.83,0.79,1.0
co-ode-owl-plugins.csv,1.0,0.69,0.81,0.94,0.29,0.78,0.56,0.55,0.78,0.92,0.79,0.73,0.73,0.53,0.89,0.14
gbif-indexingtoolkit.csv,1.03,0.73,0.57,0.46,0.75,0.63,0.72,0.7,0.73,0.68,0.9,0.83,0.78,0.65,0.6,0.99
gnukeda.csv,0.51,0.86,0.92,0.88,0.93,0.77,0.36,0.94,0.8,0.98,0.77,0.66,0.86,0.72,0.97,0.78
motu.csv,0.53,0.84,0.66,0.86,0.96,0.6,0.66,0.8,0.98,1.03,1.0,0.3,0.62,0.9,0.68,0.97
oscarmcmaster.csv,0.62,0.72,0.68,0.73,0.89,0.69,0.57,0.69,0.72,0.96,0.74,0.64,0.53,0.65,0.83,0.65
pamguard.csv,1.0,0.58,0.79,0.79,0.68,0.83,0.82,0.84,0.81,0.69,0.44,0.71,0.75,0.69,0.6,0.99
prelude.csv,0.23,0.77,0.81,0.9,1.0,0.93,0.76,0.73,0.98,0.96,0.97,0.92,0.85,0.85,0.91,0.79
qdvdauthor.csv,1.01,0.73,0.79,0.73,0.67,0.92,0.88,0.62,0.7,0.77,0.85,1.04,0.43,0.67,0.66,0.79
qlc.csv,0.76,0.9,0.58,0.74,0.84,0.79,0.65,0.53,0.69,0.96,0.79,0.7,0.5,0.68,0.9,1.01
scite-ru.csv,0.91,0.66,0.57,0.88,0.7,1.0,1.0,0.71,0.78,0.87,0.91,0.72,0.71,0.72,0.58,0.7
tencompetence.csv,0.38,0.9,0.95,0.83,0.9,0.92,0.78,0.76,0.64,1.03,0.67,0.77,0.89,0.87,0.33,1.2
trackit.csv,1.07,0.56,0.86,0.79,0.84,0.84,0.78,0.96,0.87,0.51,1.0,0.62,0.68,0.81,1.0,0.83
yaprm.csv,0.86,0.66,0.7,0.86,1.04,0.93,0.57,0.58,0.45,0.91,0.76,0.92,0.53,0.75,0.67,1.0
