,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.93,0.78,0.66,0.48,0.55,0.54,0.91,0.43,0.57,0.82
fritzing.csv,0.34,0.5,0.39,0.57,0.42,0.58,0.8,0.69,0.55,0.6
jlinalg.csv,0.23,0.81,0.96,0.88,0.68,0.51,0.92,0.62,0.77,0.8
knowledge.csv,0.26,0.68,0.64,0.84,0.16,0.68,0.84,0.69,0.53,0.57
massiv.csv,0.88,0.76,0.7,1.0,1.0,0.03,1.0,0.48,1.0,0.81
oscarmcmaster.csv,0.64,0.51,0.52,0.56,0.38,0.59,0.9,0.61,0.68,0.58
playerstage.csv,0.49,0.55,0.55,0.36,0.39,0.59,0.9,0.81,0.72,0.51
quarkplusplus.csv,0.4,0.42,0.63,0.68,0.42,0.6,0.92,0.96,0.54,0.74
rtrt-on-gpu.csv,0.64,0.92,0.75,0.82,1.06,1.11,0.43,0.97,0.85,0.78
superwaba.csv,0.56,0.35,0.58,0.45,0.34,0.54,0.92,0.7,0.6,0.63
