,olap-navigator.csv,qgis.csv,phonon-vlc-mplayer.csv,gnupdate.csv,qse.csv,roller.csv,xpontus.csv,zoolib.csv,rebecca-aiml.csv,xapian.csv,linux-ntfs.csv
gnupdate.csv,0.82,0.59,0.42,0.64,0.59,0.61,0.0,0.18,0.26,0.31,0.57
linux-ntfs.csv,0.52,0.52,0.27,0.06,0.42,0.59,0.02,0.09,0.61,0.35,0.67
olap-navigator.csv,0.91,0.63,0.55,0.67,0.71,0.68,0.04,0.21,0.18,0.39,0.62
phonon-vlc-mplayer.csv,0.64,0.6,0.72,0.52,0.71,0.78,0.03,0.35,0.3,0.51,0.6
qgis.csv,0.54,0.65,0.54,0.0,0.32,0.75,0.02,0.2,0.28,0.49,0.6
qse.csv,0.56,0.53,0.51,0.25,0.78,0.74,0.03,0.23,0.24,0.3,0.13
rebecca-aiml.csv,0.36,0.46,0.39,0.21,0.68,0.69,0.04,0.03,0.78,0.44,0.51
roller.csv,0.71,0.6,0.43,0.32,0.62,0.76,0.03,0.16,0.44,0.35,0.59
xapian.csv,0.79,0.64,0.58,0.36,0.69,0.76,0.02,0.16,0.4,0.59,0.65
zoolib.csv,0.8,0.62,0.69,0.09,0.37,0.73,0.0,0.35,0.21,0.4,0.62
