,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.97,0.3,0.0,0.0,0.32,0.14,0.32,0.16
apolloplayer.csv,0.21,0.96,0.0,0.31,0.66,0.11,0.44,0.03
k3d.csv,0.12,0.32,0.0,0.0,0.29,0.95,0.34,0.0
redshell.csv,0.23,0.38,0.0,0.45,1.0,0.26,0.66,0.07
rtb-team.csv,0.28,0.36,0.01,0.97,0.41,0.24,0.64,0.1
xreal.csv,0.0,0.06,0.0,0.0,0.05,0.0,0.0,1.0
xstore.csv,0.24,0.43,0.0,0.39,0.57,0.29,0.98,0.02
