,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.05,0.74,1.03,1.0,0.84,0.86,0.81,0.3
apolloplayer.csv,0.78,0.04,1.07,0.74,0.9,0.94,0.71,0.85
k3d.csv,0.88,0.79,1.0,1.0,0.84,0.1,0.79,1.01
redshell.csv,0.99,1.0,1.0,1.0,0.0,0.89,0.98,0.78
rtb-team.csv,0.62,0.64,0.29,0.07,0.83,0.69,0.49,0.5
xreal.csv,1.0,0.96,1.0,1.0,0.97,1.0,1.0,0.0
xstore.csv,0.66,0.54,1.3,0.66,0.7,0.63,0.03,0.9
