,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,184.5,285.5,1067.0,96.5,274.5,177.0,465.5,98.5,191.0,2016.5,190.0,98.5,196.0,66.5
biopax.csv,190.5,196.5,1067.0,197.0,1294.0,99.0,838.5,98.5,99.0,4311.0,99.0,98.5,99.0,98.5
gnupdate.csv,189.5,97.5,485.0,197.0,8884.5,384.0,373.0,98.5,198.0,1770.0,99.0,98.5,99.0,95.5
les-indemodables.csv,285.0,196.5,285.5,95.5,2281.5,258.5,565.0,90.5,92.5,1366.0,280.5,98.5,294.0,98.5
openxava.csv,91.5,196.5,188.0,197.0,3419.5,99.0,660.5,95.5,182.0,440.0,280.5,98.5,219.5,98.5
ppcboot.csv,490.0,196.5,1067.0,197.0,6011.5,94.5,936.0,197.5,99.0,4311.0,99.0,98.5,99.0,98.5
repositorium.csv,0.0,254.5,777.5,179.0,3169.0,76.5,0.0,98.5,1426.5,1777.0,281.5,653.0,99.0,98.5
rsyslog.csv,186.0,196.5,386.5,195.0,5651.5,99.0,357.0,197.5,196.5,3861.5,379.0,321.0,99.0,95.5
simplewebservices.csv,490.0,196.5,385.0,197.0,8981.0,99.0,936.0,196.5,198.0,3879.5,99.0,98.5,392.5,98.5
ultimairis.csv,285.0,196.5,382.0,197.0,557.0,99.0,936.0,98.5,295.0,2977.5,693.0,0.0,99.0,159.0
vars-redux.csv,579.5,196.5,286.5,197.0,91.5,99.0,660.5,185.0,88.5,4231.5,280.5,98.5,490.0,98.5
wow-qrsk.csv,50.5,196.5,188.0,195.0,652.5,94.5,188.0,0.0,289.5,2577.0,45.5,98.5,94.5,98.5
wxstudio.csv,186.0,97.5,92.5,194.0,9196.5,99.0,662.5,196.5,198.0,208.0,184.0,98.5,265.5,95.5
xqilla.csv,10.5,751.0,79.5,197.0,3996.0,99.0,147.0,95.5,96.5,68.5,280.5,13.5,81.5,95.5
