,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.43,0.49,1.0,0.5,0.51,0.59,0.61,0.56,0.59,0.73,0.64,0.56,0.71,0.62
biopax.csv,0.59,1.0,0.98,1.0,0.74,0.74,0.75,0.95,0.87,1.0,0.84,0.91,1.0,0.21
gnupdate.csv,0.6,0.56,0.73,0.93,0.99,0.74,0.27,0.97,1.0,0.47,0.65,0.87,0.6,0.91
les-indemodables.csv,0.4,0.66,0.86,0.7,0.39,0.86,0.7,0.68,0.73,0.74,0.6,0.37,0.83,0.56
openxava.csv,0.52,0.78,0.45,0.64,0.78,0.82,0.77,0.76,0.85,0.4,0.44,0.52,0.79,0.91
ppcboot.csv,0.88,0.82,1.0,1.0,0.89,0.48,0.98,0.94,0.75,1.0,1.0,1.0,1.0,0.85
repositorium.csv,1.0,0.98,0.86,0.93,0.99,0.96,1.0,0.29,0.97,0.74,0.72,0.9,0.9,0.71
rsyslog.csv,0.34,0.74,0.94,0.77,0.49,0.73,0.63,0.8,0.65,0.96,0.6,0.8,1.0,0.85
simplewebservices.csv,1.0,0.82,0.53,0.91,0.99,0.99,0.99,1.02,0.99,0.94,0.65,1.0,0.47,0.95
ultimairis.csv,0.59,0.92,0.53,0.67,0.48,0.76,0.87,0.64,0.46,1.05,0.88,1.0,0.64,0.62
vars-redux.csv,0.51,0.7,0.5,0.4,0.48,0.93,0.93,0.62,0.69,0.99,0.55,0.72,0.73,0.66
wow-qrsk.csv,0.92,0.61,0.57,0.47,0.29,0.71,0.7,1.0,0.98,0.78,0.97,0.8,0.79,0.71
wxstudio.csv,0.46,0.82,0.7,0.66,1.03,0.81,0.56,0.63,0.88,1.0,0.46,0.87,0.96,0.99
xqilla.csv,0.96,0.95,0.88,0.79,0.83,0.9,0.93,0.92,0.89,0.06,0.72,0.97,0.85,0.95
