,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.22,0.09,0.54,0.43,0.04,0.43,0.2,0.3,0.27,0.25,0.5,0.55,0.57,0.96,0.14
fmri-dmt.csv,0.0,0.06,0.08,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.0
ftm.csv,0.27,0.09,0.49,0.56,0.0,0.57,0.24,0.26,0.45,0.33,0.53,0.58,0.96,0.28,0.17
fulguro.csv,0.12,0.04,0.23,0.0,0.0,0.11,0.14,0.0,0.25,0.06,0.17,0.16,0.33,0.15,0.95
gss.csv,0.16,0.09,0.5,0.52,0.02,0.5,0.15,0.34,0.37,0.33,0.98,0.65,0.62,0.43,0.27
illumination.csv,0.04,0.0,0.46,0.42,0.0,0.29,0.07,0.34,0.34,0.9,0.71,0.2,0.34,0.23,0.15
ldview.csv,0.23,0.14,0.95,0.56,0.0,0.29,0.21,0.28,0.3,0.14,0.38,0.42,0.57,0.39,0.23
monetdb.csv,0.19,0.14,0.57,0.97,0.0,0.31,0.08,0.27,0.28,0.15,0.41,0.5,0.56,0.51,0.19
netatalk.csv,0.3,0.09,0.33,0.48,0.0,1.0,0.17,0.24,0.42,0.36,0.38,0.47,0.46,0.24,0.1
olex2.csv,0.18,0.1,0.2,0.41,0.0,0.3,0.16,0.35,0.32,0.06,0.55,0.97,0.51,0.36,0.21
qpe.csv,0.95,0.1,0.55,0.41,0.03,0.3,0.06,0.48,0.29,0.39,0.72,0.18,0.58,0.15,0.12
quark.csv,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.96,0.1,0.18,0.0,0.12,0.0,0.0
sepgsql.csv,0.09,0.9,0.22,0.24,0.0,0.25,0.0,0.3,0.14,0.22,0.51,0.29,0.16,0.0,0.0
synergyspace.csv,0.18,0.31,0.0,0.04,0.0,0.0,0.22,0.89,0.0,0.15,0.06,0.09,0.39,0.0,0.0
