,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.38,1.0,0.68,0.19,0.46,0.21,0.5,0.41,0.5,0.48,0.45,0.8,0.51,0.02,0.73
fmri-dmt.csv,0.0,0.01,0.05,0.0,0.01,0.03,0.0,0.0,0.0,0.02,0.0,0.06,0.03,0.02,0.0
ftm.csv,0.29,0.86,0.27,0.37,0.5,0.29,0.48,0.27,0.48,0.28,0.45,0.48,0.03,0.64,0.56
fulguro.csv,0.34,0.25,0.05,0.06,0.09,0.08,0.11,0.07,0.02,0.28,0.1,0.13,0.34,0.03,0.0
gss.csv,0.84,0.83,0.57,0.6,0.7,0.66,0.71,0.58,0.69,0.82,0.0,0.73,0.65,0.96,0.73
illumination.csv,0.28,0.07,0.59,0.57,0.14,0.42,0.32,0.58,0.6,0.0,0.5,0.18,0.3,0.8,0.34
ldview.csv,0.15,0.2,0.0,0.51,0.26,0.26,0.18,0.3,0.4,0.37,0.4,0.15,0.66,0.48,0.65
monetdb.csv,0.39,0.33,0.59,0.01,0.26,0.21,0.27,0.63,0.35,0.31,0.05,0.49,0.51,0.3,0.71
netatalk.csv,0.19,0.65,0.11,0.29,0.46,0.0,0.42,0.18,0.54,0.15,0.2,0.17,0.13,0.18,0.37
olex2.csv,0.3,0.37,0.16,0.41,0.78,0.24,0.45,0.35,0.56,0.28,0.2,0.0,0.32,0.3,0.29
qpe.csv,0.0,0.02,0.95,0.69,0.61,0.68,0.39,0.38,0.87,0.62,0.7,0.46,0.75,0.03,0.65
quark.csv,0.0,0.0,0.08,0.07,0.09,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.01,0.0,0.0
sepgsql.csv,0.01,0.0,0.08,0.05,0.09,0.0,0.1,0.42,0.0,0.11,0.25,0.08,0.13,0.01,0.19
synergyspace.csv,0.09,0.03,0.05,0.01,0.18,0.0,0.16,0.0,0.12,0.12,0.15,0.03,0.24,0.0,0.0
