,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.67,1.0,0.81,0.38,1.0,0.43,0.67,0.46,0.46,0.41,0.43,0.73,0.64,0.97,0.45
fmri-dmt.csv,0.0,0.04,0.05,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.0
ftm.csv,0.69,0.85,0.48,0.7,0.0,0.71,0.83,0.31,0.85,0.41,0.47,0.63,0.95,0.46,0.45
fulguro.csv,0.31,0.11,0.14,0.0,0.0,0.07,0.17,0.0,0.15,0.06,0.1,0.1,0.28,0.09,0.91
gss.csv,0.97,0.81,0.67,0.79,1.0,0.93,0.67,0.65,0.85,0.82,0.97,0.9,0.79,1.0,1.0
illumination.csv,0.08,0.0,0.62,0.57,0.0,0.36,0.17,0.65,0.69,0.82,0.73,0.13,0.28,0.43,0.27
ldview.csv,0.36,0.37,0.9,0.81,0.0,0.29,0.33,0.35,0.46,0.18,0.3,0.32,0.7,0.57,0.73
monetdb.csv,0.59,0.59,0.81,0.96,0.0,0.29,0.17,0.54,0.38,0.18,0.27,0.53,0.62,0.63,0.64
netatalk.csv,0.56,0.7,0.24,0.51,0.0,1.0,0.5,0.23,0.85,0.35,0.27,0.37,0.34,0.2,0.18
olex2.csv,0.44,0.44,0.14,0.49,0.0,0.29,0.5,0.5,0.62,0.06,0.43,0.93,0.48,0.4,0.36
qpe.csv,0.92,0.07,1.0,0.64,1.0,0.5,0.17,0.77,0.77,0.82,0.83,0.15,0.77,0.09,0.36
quark.csv,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.92,0.06,0.1,0.0,0.07,0.0,0.0
sepgsql.csv,0.05,0.85,0.14,0.15,0.0,0.14,0.0,0.46,0.08,0.18,0.4,0.18,0.1,0.0,0.0
synergyspace.csv,0.21,0.3,0.0,0.02,0.0,0.0,0.33,0.81,0.0,0.12,0.03,0.05,0.31,0.0,0.0
