,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.51,1.0,0.7,0.65,0.46,0.61,0.6,0.68,0.73,0.76,0.72,0.85,0.62,0.04,0.91
fmri-dmt.csv,1.0,0.96,0.95,1.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.98,0.98,0.97,1.0
ftm.csv,0.42,0.87,0.59,0.48,1.12,0.41,0.51,0.74,0.5,0.65,0.7,0.6,0.06,0.84,0.78
fulguro.csv,0.77,0.92,0.86,1.0,1.0,0.93,0.84,1.0,0.85,0.98,0.91,0.91,0.8,0.91,0.09
gss.csv,0.84,0.85,0.66,0.63,0.7,0.66,0.78,0.68,0.71,0.83,0.03,0.74,0.68,0.96,0.73
illumination.csv,0.96,1.0,0.71,0.71,1.01,0.77,0.89,0.68,0.67,0.18,0.57,0.89,0.78,0.99,0.8
ldview.csv,0.66,0.66,0.1,0.54,1.03,0.76,0.69,0.72,0.67,0.9,0.81,0.7,0.72,0.65,0.7
monetdb.csv,0.56,0.53,0.62,0.04,1.03,0.74,0.88,0.78,0.71,0.88,0.74,0.68,0.63,0.48,0.8
netatalk.csv,0.48,0.71,0.77,0.57,1.1,0.0,0.65,0.79,0.56,0.67,0.76,0.66,0.67,0.82,0.9
olex2.csv,0.64,0.67,0.87,0.66,1.27,0.75,0.67,0.61,0.68,0.98,0.6,0.07,0.62,0.67,0.7
qpe.csv,0.08,0.93,0.95,0.78,0.61,0.85,0.92,0.44,0.9,0.64,0.72,0.97,0.78,0.91,0.91
quark.csv,1.0,1.0,0.81,0.81,1.0,1.0,1.0,1.0,0.08,0.94,0.9,1.0,0.93,1.0,1.0
sepgsql.csv,0.95,0.15,0.86,0.85,1.0,0.86,1.0,0.68,0.92,0.83,0.65,0.82,0.91,1.0,1.02
synergyspace.csv,0.8,0.7,1.0,0.98,1.02,1.0,0.69,0.19,1.01,0.89,0.98,0.95,0.73,1.0,1.0
