,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.23,0.29,0.62,0.15,0.66,0.53,0.53,0.41,0.13,0.47,0.24,0.27,0.56,0.3,0.52,0.88,0.71,0.67,0.32,0.4
apertium.csv,0.31,0.62,0.64,0.34,0.71,0.5,0.59,1.0,0.13,0.65,0.54,0.17,0.8,0.39,0.57,0.86,0.39,0.41,0.0,0.44
beast-mcmc.csv,0.53,0.41,0.53,0.28,0.66,0.54,0.58,0.37,0.19,0.6,0.31,0.27,0.58,0.35,0.62,0.92,0.5,0.45,0.31,0.41
bigdata.csv,0.39,0.65,0.58,0.31,0.69,0.61,0.52,0.39,0.2,0.6,0.25,0.27,0.65,0.34,0.54,0.92,0.69,0.64,0.26,0.38
cuberok.csv,0.44,0.39,0.4,0.23,0.7,0.49,0.53,0.6,0.2,0.62,0.41,0.25,0.58,0.26,0.48,0.9,0.61,0.5,0.3,0.44
exist.csv,0.34,0.33,0.56,0.29,0.79,0.52,0.53,0.41,0.18,0.58,0.23,0.35,0.79,0.34,0.55,0.91,0.47,0.46,0.31,0.36
icescrum.csv,0.48,0.44,0.61,0.28,0.83,0.5,0.61,0.45,0.19,0.69,0.42,0.4,0.77,0.41,0.87,0.92,0.3,0.44,0.25,0.71
jbasic.csv,0.32,0.38,0.45,0.22,0.69,0.51,0.54,0.48,0.18,0.68,0.32,0.29,0.58,0.32,0.38,0.93,0.39,0.42,0.29,0.4
jgnash.csv,0.31,0.45,0.55,0.28,0.68,0.52,0.55,0.38,0.36,0.59,0.33,0.33,0.68,0.44,0.54,0.91,0.58,0.44,0.31,0.38
jrefactory.csv,0.28,0.31,0.72,0.17,0.54,0.36,0.47,0.37,0.09,0.53,0.29,0.38,0.82,0.37,0.53,0.86,0.55,0.44,0.29,0.39
jsecurity.csv,0.48,0.58,0.49,0.36,0.73,0.58,0.62,0.32,0.18,0.64,0.24,0.3,0.68,0.33,0.55,0.93,0.42,0.57,0.33,0.5
libopenmetaverse.csv,0.27,0.33,0.58,0.19,0.65,0.69,0.51,0.36,0.15,0.49,0.35,0.31,0.57,0.31,0.54,0.88,0.54,0.4,0.19,0.38
mobicents.csv,0.36,0.41,0.53,0.33,0.87,0.47,0.68,0.43,0.23,0.57,0.41,0.29,0.63,0.38,0.54,0.91,0.56,0.38,0.32,0.36
mp-rechnungs-und-kundenverwaltung.csv,0.26,0.41,0.54,0.17,0.74,0.67,0.62,0.55,0.19,0.5,0.43,0.8,0.75,0.47,1.0,0.89,0.64,0.64,0.33,0.46
opendvr.csv,0.45,0.43,0.53,0.39,0.76,0.49,0.64,0.46,0.17,0.52,0.38,0.4,0.63,0.33,0.65,0.88,0.5,0.31,0.52,0.56
openefm.csv,0.25,0.5,0.57,0.3,0.67,0.6,0.55,0.46,0.16,0.53,0.53,0.36,0.7,0.28,0.61,0.93,0.0,0.51,0.29,0.42
sidekar.csv,0.0,0.48,0.0,0.0,0.85,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
wheat.csv,0.32,0.36,0.39,0.24,0.74,0.41,0.53,0.46,0.14,0.47,0.39,0.31,0.58,0.31,0.71,0.87,0.56,0.57,0.31,0.52
wsmt.csv,0.25,0.31,0.33,0.19,1.0,1.0,0.48,0.0,0.15,0.57,0.11,0.17,0.43,0.28,0.44,0.84,0.87,0.33,0.22,0.23
yarp0.csv,0.28,0.33,0.57,0.19,0.71,0.49,0.63,0.34,0.24,0.48,0.44,0.55,0.67,0.33,0.6,0.87,0.46,0.46,0.25,0.43
