,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.0,0.48,0.55,0.0,0.99,0.64,0.85,0.07,0.0
decidr.csv,0.93,0.9,0.34,0.44,1.0,0.85,0.87,0.73,0.84
glas.csv,0.61,0.77,0.38,0.24,0.22,0.61,0.23,0.69,0.68
hatari.csv,0.63,0.77,0.66,0.76,0.91,0.68,0.87,0.86,0.86
ltp.csv,0.27,0.71,0.86,0.76,0.76,0.76,0.59,0.56,0.51
net-snmp.csv,0.63,0.77,0.55,0.56,0.69,0.88,0.72,0.98,0.65
opde.csv,1.0,0.74,0.97,0.56,0.94,0.73,0.05,0.58,0.41
powerfolder-.csv,0.9,0.68,0.59,0.76,0.86,0.14,0.69,0.66,0.22
tcl.csv,0.51,0.9,0.76,0.92,0.75,0.73,0.77,0.49,0.95
